of documents 1 of 1
innovations like predpol 1 1
innovative approaches to 3 1
input and oversight 1 1
inside and outside 2 1
inside their vehicles 1 1
integral part of 4 2
integrity of the 1 1
intel cannot be 1 1
intended to help 2 2
intended to house 1 1
interact with the 4 1
interactions with law 1 1
interactive company llc 1 1
interest in being 1 1
interest in the 6 3
international association of 1 1
internet and social 4 4
interpol world congress 2 2
interview conducted by 1 8
interview with the 6 2
into a house 3 1
into a national 1 1
into cars steal 1 1
into homes violent 1 1
into the united 1 7
introduced to the 1 1
investigate allegations of 2 1
investigated by the 2 1
investigating allegations of 1 1
investigation of the 4 9
investigators in the 2 1
involved in a 3 4
involved in the 19 3
involved in their 2 1
involved to fight 1 1
involved to safeguard 1 1
involvement in the 1 2
involving federal state 7 1
is a big 3 1
is a costly 6 1
is a credit 1 2
is a family 1 1
is a gateway 1 1
is a great 2 2
is a high 1 2
is a long 2 1
is a lot 2 3
is a major 1 2
is a model 1 2
is a powerful 4 1
is a serious 2 1
is a social 1 1
is a way 1 2
is african american 1 2
is aimed at 3 2
is also a 2 5
is also behind 1 1
is also the 1 2
is an ideal 1 1
is an important 4 5
is an officer 1 1
is another example 1 2
is at least 2 3
is at the 3 5
is based on 3 4
is because they 1 1
is believed to 4 1
is committed to 3 1
is connected to 1 2
is critical for 3 2
is currently in 1 1
is described as 6 1
is designed to 1 2
is down in 1 1
is driven by 1 1
is essential for 1 1
is expected to 11 3
is experienced as 1 1
is getting a 1 1
is getting the 1 1
is going to 14 1
is hard to 6 16
is helpful to 1 2
is home to 1 2
is important because 1 1
is important for 1 3
is important to 2 16
is in the 14 5
is intended to 1 3
is it that 1 1
is know where 1 1
is lower when 1 1
is making its 3 1
is married to 1 1
is minimal when 1 1
is more than 1 2
is no direct 4 1
is no evidence 2 3
is no legal 2 1
is no longer 5 2
is not a 5 14
is not clear 2 6
is not exactly 1 1
is not in 1 1
is not intended 1 2
is not just 4 6
is not limited 1 1
is not on 1 1
is not part 1 1
is not possible 2 1
is not something 1 1
is not the 14 8
is not to 2 7
is not what 5 3
is nothing to 2 1
is now a 2 1
is now the 1 1
is one of 15 8
is one that 1 1
is out of 6 1
is part of 6 3
is perhaps the 2 1
is related to 6 1
is responsible for 16 4
is set to 2 1
is so important 3 1
is something that 3 1
is still a 7 1
is still an 1 2
is still the 4 1
is subject to 2 6
is that if 1 1
is that people 1 1
is that the 3 10
is the cause 1 1
is the department 1 1
is the drug 1 1
is the key 1 1
is the latest 12 2
is the most 3 1
is the only 3 4
is the sixth 3 1
is the subject 1 1
is the time 1 1
is to be 4 4
is to enable 1 1
is trying to 1 1
is unclear whether 1 1
is usually a 1 1
is very important 1 3
is well known 1 1
is when people 1 1
is why it 5 1
is working on 8 1
is working the 1 2
is working to 1 8
is wrong the 4 1
issue of the 3 2
issued the following 23 6
issues such as 4 1
issues we have 1 1
it also affects 2 1
it appears that 3 2
it as a 6 2
it can also 5 1
it can be 1 2
it comes to 5 30
it could have 5 1
it could not 1 2
it did in 1 1
it does not 1 23
it doesn t 5 1
it from the 2 1
it has a 6 4
it has become 2 1
it has been 1 5
it has not 2 1
it i was 1 1
it increases the 1 1
it is a 6 9
it is also 2 13
it is an 1 3
it is because 1 1
it is both 1 1
it is hard 6 7
it is important 1 14
it is interesting 6 1
it is no 1 3
it is not 12 34
it is still 8 1
it is that 1 1
it is the 10 11
it is unclear 1 2
it is very 1 1
it makes sense 2 1
it may be 1 5
it may not 1 2
it may well 1 2
it might be 3 11
it not for 1 1
it now is 2 1
it officials in 1 3
it plans to 2 2
it s a 32 4
it s all 1 1
it s easy 1 2
it s getting 3 2
it s how 1 1
it s impossible 1 2
it s like 5 2
it s no 1 1
it s not 39 3
it s the 20 3
it s unclear 2 1
it sends a 2 1
it so we 1 1
it takes to 5 3
it to a 1 1
it to be 7 1
it turns out 1 2
it was a 14 2
it was also 1 1
it was discovered 2 1
it was in 14 2
it was not 13 4
it was one 1 1
it was reported 1 1
it was the 7 1
it was then 1 1
it wasn t 3 1
it will be 5 2
it will likely 1 1
it will mark 1 1
it will take 2 1
it would be 8 13
items appeared to 1 1
its elite metropolitan 1 1
its police department 2 2
its power and 2 1
its role as 2 1
its website to 2 2
jail or prison 1 1
job training for 4 2
john a sherman 4 2
john is experienced 1 1
joined the lapd 1 1
jorge r rodriguez 3 3
july language english 35 4
july overall crime 1 1
july sunday home 1 1
july thursday predictive 1 1
july to a 4 1
jump in gang 1 1
jump the year 1 1
june language english 50 1
jurisdiction of the 1 1
jurisdictions across the 3 1
just a couple 1 1
just a few 5 2
just a new 2 1
just as a 2 2
just as easily 1 1
just as much 1 1
just as the 3 2
just don t 1 1
just over half 3 1
just want to 3 1
justice department s 6 5
justice department to 3 1
justice policies that 8 1
justice system has 4 1
justice system should 3 1
justice system the 2 2
kate mather latimes 3 1
kate mather section 2 1
katemather load date 2 1
keep our officers 1 1
keep the city 8 1
keep up with 1 3
keys or other 1 1
killed a decade 1 1
killed by police 2 2
killed in the 10 1
killings the number 1 1
kind of a 1 1
kind of guy 1 1
kind of the 1 1
know how to 4 1
know the police 2 1
know the time 1 1
know they re 2 1
know where these 1 1
know whether it 1 1
know you re 2 3
knowledge of the 4 7
known as the 12 9
knows he s 1 1
l a levels 1 1
l a police 4 3
l a times 1 9
la cops curb 1 1
lack of resources 2 1
lack of trust 2 1
laid out in 1 1
lally of the 1 1
language english acc 3 2
language english distribution 1 1
language english graphic 54 1
language english publication 400 15
lapd as a 1 1
lapd brass beck 1 1
lapd chief calls 2 1
lapd chief charlie 13 1
lapd comdr rodriguez 1 1
lapd flooded crime 1 1
lapd in as 1 1
lapd in predpol 1 1
lapd is perhaps 1 1
lapd reported double 1 1
lapd reported halfway 1 1
lapd s experience 1 1
lapd s office 1 1
lapd s operations 6 1
lapd s training 1 1
lapd would double 1 1
large amounts of 4 1
large volume of 6 2
largely have hinged 1 1
larger share of 1 1
last december stated 1 1
last month after 2 1
last two years 5 3
last year a 8 1
last year according 1 1
last year and 8 1
last year or 1 1
last year s 6 7
last year to 6 1
last year up 8 1
last year was 5 1
late s to 1 1
later credited the 1 1
later in the 1 2
later this year 1 1
latimes com twitter 20 1
law and order 2 13
law at the 1 2
law enforcement a 2 1
law enforcement agencies 60 13
law enforcement agency 3 1
law enforcement and 32 9
law enforcement as 3 1
law enforcement assistance 2 4
law enforcement assisted 1 4
law enforcement authorities 14 2
law enforcement community 11 1
law enforcement groups 2 2
law enforcement in 7 1
law enforcement investigations 6 1
law enforcement is 6 6
law enforcement officer 2 1
law enforcement officers 17 8
law enforcement official 1 2
law enforcement officials 32 6
law enforcement often 4 1
law enforcement over 2 1
law enforcement resources 4 1
law enforcement s 3 4
law enforcement that 3 1
law enforcement the 2 1
law enforcement to 1 2
law enforcement without 4 1
law in the 2 4
law of the 1 2
law school and 4 2
laws and other 1 1
laws and policies 1 6
laws in the 2 2
laws that are 1 1
lawyers in the 1 1
lead the department 1 1
lead to a 1 3
lead to more 6 1
leader with extensive 1 1
leaders of the 21 1
leading to the 8 1
leading up to 3 3
league with the 1 1
learn how to 4 1
learned of the 1 1
least they can 2 1
leave keys or 1 1
led to a 4 4
led to the 10 6
legalisation of marijuana 1 1
legislation and a 1 1
length words abstract 266 1
length words dateline 31 5
length words in 5 2
length words it 4 1
length words july 2 1
length words overall 1 1
less likely to 8 13
less than one 1 1
less than percent 3 2
less than when 3 1
letter to the 5 1
level drug and 1 1
leveled off at 1 1
leveling off is 1 1
levels of crime 1 1
levels of the 4 1
levels off lapd 1 1
liberties the greater 1 1
liberties union and 6 2
liberties union of 1 1
license plate reader 7 2
license plate readers 41 1
lieutenant at the 1 1
life and death 1 1
life for all 1 1
life it s 1 1
light of the 1 3
like anything in 1 1
like burglaries theft 1 1
like cocaine and 1 1
like colorado oregon 1 1
like crime type 1 1
like many other 1 1
like nextdoor where 1 1
like predpol appear 1 1
like the black 1 2
like the futuristic 1 1
like to see 1 1
like we ve 1 1
likelihood of a 1 1
likelihood of success 2 1
likely to be 2 25
likely to have 1 5
likely to produce 2 1
likely to receive 1 1
limited all rights 25 5
limited to the 1 2
line with the 1 4
list of the 1 1
listed on the 1 1
live in a 1 1
lived in the 2 1
lives in the 4 2
lives of the 2 1
lives on the 1 1
living in a 3 3
living in the 8 4
ll see the 1 1
ll still need 1 1
llc d b 1 1
llc load date 3 2
load date april 44 2
load date august 50 2
load date february 35 1
load date july 38 4
load date june 69 1
load date march 85 3
load date may 43 3
load date october 26 2
load date september 29 1
local and state 4 3
local elected officials 1 1
local law enforcement 55 12
local police officers 2 1
local state and 1 2
located in the 3 1
location and date 1 1
location of the 2 2
lock car doors 1 1
locked out of 6 1
long after the 1 1
long beach police 9 2
look at his 3 1
look at it 5 3
look at the 4 4
looked at this 1 1
looked into similar 2 1
looking at the 6 1
looking for a 6 1
los angeles a 23 2
los angeles an 1 1
los angeles and 89 6
los angeles april 10 1
los angeles california 8 1
los angeles chapter 4 1
los angeles county 435 2
los angeles deputy 11 1
los angeles for 8 2
los angeles has 7 2
los angeles in 14 2
los angeles just 1 1
los angeles los 6 1
los angeles police 294 16
los angeles the 48 3
los angeles times 155 4
los angeles to 10 1
los angeles university 1 1
los angeles was 11 3
loss of the 1 1
lot of crime 12 1
low income communities 1 1
low level crimes 3 1
low level drug 5 3
lower court s 6 1
lower than the 4 2
lower when compared 1 1
lowered from felonies 1 1
m an enthusiastic 1 1
m going to 8 2
m not doing 2 1
made by the 5 2
made in the 1 1
made on the 2 1
made similar findings 1 1
made up of 6 2
major crime increase 1 1
majority of the 10 2
make an arrest 2 2
make clear that 1 1
make sure that 4 1
make sure the 1 1
make the case 1 1
make the reforms 1 1
making progress against 1 1
making progress byline 1 1
man in the 1 1
man is arrested 3 1
man shot by 5 2
man wanted on 2 2
man who died 3 1
man who had 2 1
many of the 15 14
many of them 5 5
many of these 7 8
many other areas 4 1
many people have 4 1
many police officers 5 1
many times for 4 1
march language english 85 3
marijuana he said 3 1
marijuana in states 1 1
marijuana is a 1 1
mark police chief 1 1
mark still homicides 1 1
mark the first 1 1
married to wife 1 1
mass incarceration and 1 6
mass shooting in 2 1
mather latimes com 3 1
mather section california 2 1
matter how much 5 1
matter to the 1 2
matter what technology 1 1
may also be 21 3
may also have 1 1
may be a 1 1
may be able 5 1
may be linked 1 1
may be more 1 4
may be possible 2 1
may be that 1 1
may be the 1 2
may have been 5 4
may language english 43 3
may need to 4 3
may not be 4 19
may well be 1 7
mayor eric garcetti 28 1
mayor s office 11 5
me how i 1 1
mean we shouldn 3 1
means of force 1 1
means that the 2 3
measure of the 1 1
media all rights 107 1
media solutions private 23 4
meet the new 1 1
meeting of his 1 1
member of a 2 3
member of the 11 5
members of a 8 4
members of law 2 1
members of other 1 1
members of our 1 2
members of the 53 18
members who may 1 1
memory of the 1 2
men in a 2 2
mental health and 2 1
met doctors professional 1 1
methamphetamines he said 1 1
metro desk part 27 1
metro officers concentrating 1 1
metropolitan division officers 1 1
metropolitan division the 1 1
metropolitan police department 6 1
miami dade county 5 2
michael brown as 1 1
michelmoore director of 1 1
middle class and 1 1
middle of the 2 2
midst of a 2 2
midst of all 1 1
midyear mark police 1 1
midyear mark still 1 1
midyear numbers a 1 1
might also be 3 3
might be a 3 3
might be considered 1 1
might have been 1 4
might infringe on 1 1
might lead to 1 2
might not be 5 7
might want to 1 3
minimal when it 1 1
minority communities a 4 1
minority report in 1 1
misdemeanours for property 1 1
mobilize our community 1 1
mohamed yusof section 1 1
monitoring of the 1 1
month after predecessor 1 1
months of notably 1 1
months of this 1 1
months upon us 2 1
moore said for 1 1
more and more 1 2
more crime with 2 1
more effective than 1 2
more he said 1 1
more in depth 1 1
more likely to 3 28
more police officers 6 2
more police to 2 1
more serious crimes 1 1
more than a 15 8
more than an 1 1
more than any 2 1
more than four 7 1
more than half 10 3
more than in 1 2
more than just 1 2
more than locations 5 2
more than million 8 5
more than of 1 1
more than one 7 1
more than other 1 1
more than people 4 2
more than percent 4 5
more than social 1 2
more than that 4 1
more than the 6 4
more than their 3 1
more than they 4 1
more than two 15 1
more than were 2 1
more than years 6 4
more ways for 1 1
more willing to 2 1
most affected by 1 2
most effectively i 1 1
most important thing 4 1
most of the 8 15
most of us 2 1
most recently the 3 1
most significant change 1 1
most vulnerable in 3 1
motivated by the 5 1
motor vehicle thefts 1 1
moving to the 1 1
moving toward a 1 1
much information as 1 1
much like anything 1 1
much of a 1 1
much of the 2 18
multiple times with 1 1
muslim communities in 1 1
muslim majority countries 2 1
muslims in the 1 1
must be able 1 1
must be addressed 9 1
must be subjected 1 1
must be taken 1 1
must be to 1 1
n y p 1 2
name of the 2 2
narrow the likelihood 1 1
nation s largest 2 1
nation s second 2 1
national database of 1 1
national discussion about 1 1
national discussions about 1 1
national policing he 1 1
nature of the 1 12
nature of these 1 1
nearly half of 1 2
nearly leveled off 1 1
need and are 1 1
need for a 4 3
need the human 1 1
need to be 1 16
need to build 1 1
need to determine 1 1
need to do 1 1
need to ensure 2 1
need to have 1 1
need to implement 1 2
need to know 1 1
need to look 1 1
need to make 1 1
need to put 2 1
need to weigh 2 1
needed to check 1 1
needs please contact 15 3
needs to be 2 7
negative impact on 3 1
neighborhood associations can 3 1
neighborhoods he said 1 1
neighborhoods hit hardest 2 1
neighborhoods in a 2 1
neighborhoods in the 1 3
neighborhoods including facebook 1 1
neighbors can exchange 1 1
neighbors he said 1 1
networks like nextdoor 1 1
never been before 1 1
never seen before 1 1
new assistant commanding 1 1
new chief in 1 1
new chief of 1 2
new recruits his 1 1
new top cop 1 1
new transit services 1 1
new way of 1 1
new york and 5 3
new york are 1 1
new york city 4 54
new york for 1 1
new york in 1 3
new york police 6 13
new york s 1 10
new york the 1 2
new york times 3 4
new york which 4 1
new yorker that 2 1
news april monday 1 1
news length words 7 2
news march wednesday 1 1
news of los 107 1
news release a 11 2
news version length 3 1
newspaper copyright daily 2 1
newspaper copyright digital 107 1
newspaper copyright los 40 1
newspaper copyright new 1 1
newspaper copyright singapore 1 1
newspaper copyright washingtonpost 1 1
newspaper journal code 10 4
newsweek interactive company 1 1
newswire copyright plus 23 4
next five years 1 3
next said sherman 1 1
next thing you 3 1
nextdoor where neighbors 1 1
night in the 2 1
nixon after the 1 1
no direct evidence 4 1
no distinction between 4 1
no effect on 3 1
no evidence of 5 2
no evidence that 1 2
no length words 1 1
no longer a 4 1
no longer be 1 2
no matter how 16 5
no matter what 1 2
no one person 8 1
no place in 2 1
no place to 1 2
no right to 6 1
no substitute for 1 1
no way to 1 2
none of the 12 3
not a bad 1 1
not a perfect 1 1
not afford the 1 1
not appear to 1 5
not apply to 1 1
not as a 1 1
not associated with 1 1
not based on 4 3
not be a 6 2
not be able 1 2
not be at 1 1
not be reached 2 1
not be the 3 4
not believe that 1 1
not entitled to 1 2
not exactly like 1 1
not far from 2 1
not feed into 1 1
not guilty in 1 1
not hard to 4 1
not have a 1 3
not have been 1 3
not have evidence 1 1
not have to 8 2
not immune to 2 1
not included in 1 1
not intended to 1 3
not involved in 6 2
not just for 1 1
not just the 3 1
not just to 6 2
not know the 6 1
not know what 5 1
not know whether 3 1
not lead to 2 5
not leave keys 1 1
not limited to 2 8
not on the 1 1
not only for 1 1
not only to 3 7
not out of 2 1
not outweigh the 2 1
not part of 2 1
not receive a 2 1
not required to 3 2
not see the 1 1
not something that 1 1
not suitable for 1 1
not supposed to 1 1
not the case 1 1
not the only 7 4
not the result 3 1
not the time 2 1
not to be 2 5
not to exclude 4 1
not to mention 3 2
not whether the 1 1
not willing to 1 1
not wish to 2 2
notably lower than 1 1
noted however that 1 1
noted that the 4 2
notes that the 1 1
nothing more than 1 3
nothing to do 10 1
nothing to get 2 1
notice of the 1 1
noting that the 2 12
noting that when 1 1
now facing the 1 1
now has open 1 1
now have a 2 1
now in the 8 2
now is not 2 1
now is the 1 1
now it s 3 1
now the biggest 1 1
now there are 2 1
number is lower 1 1
number of arrests 10 1
number of cars 1 1
number of crimes 4 1
number of gunshot 1 1
number of hours 2 1
number of people 5 4
number of reasons 1 2
numbers a sign 2 2
numbers are property 1 1
numbers in a 2 1
numerous run ins 2 1
o j simpson 1 1
oakland police department 2 2
objection to the 1 1
occur in the 2 1
occur next said 1 1
occurred during the 1 4
occurred in the 3 1
occurring in areas 1 1
oct to be 3 1
october in the 1 1
october language english 26 2
of a crime 12 2
of a data 1 1
of a defendant 2 1
of a different 1 2
of a gun 2 2
of a human 1 2
of a larger 1 4
of a modern 1 1
of a multi 2 1
of a national 2 1
of a particular 9 4
of a person 1 2
of a program 2 1
of a protected 3 5
of a recent 2 1
of a series 3 3
of a similar 1 1
of a small 2 1
of a specific 1 1
of a suspect 3 1
of a targeted 6 1
of a three 5 1
of african americans 7 10
of all sorts 1 1
of all the 3 3
of all three 3 1
of america s 3 4
of an immigration 4 1
of an inmate 1 1
of an officer 1 2
of an undocumented 1 1
of any kind 1 1
of any query 15 4
of becoming a 1 2
of being an 2 1
of being in 3 1
of both the 1 3
of california los 6 1
of california s 10 3
of carrying out 2 1
of cases in 1 2
of challenges in 1 1
of children and 8 1
of color in 2 1
of color the 2 1
of committing a 8 1
of community groups 2 1
of community policing 1 13
of corrections and 5 2
of course not 1 2
of course the 1 2
of crime and 20 7
of crime as 1 2
of crime for 2 1
of crime in 6 2
of crime is 22 6
of crime penalties 1 1
of crime rates 1 1
of crime reports 5 1
of crime statistics 2 1
of criminal conduct 2 1
of criminal justice 11 11
of criminology at 3 1
of data that 6 6
of declines according 1 1
of documents copyright 32 8
of documents daily 5 2
of documents los 40 1
of documents new 2 1
of documents the 157 5
of documents us 23 1
of evidence of 2 1
of excessive force 1 2
of factors shifting 1 1
of fair housing 1 3
of faith in 1 1
of federal funding 2 1
of federal immigration 1 2
of gunshot victims 1 1
of guy said 1 1
of her family 4 1
of his career 4 2
of his civilian 1 1
of his officers 1 1
of his own 2 2
of his students 1 1
of homeland security 14 9
of homicides and 4 1
of how the 1 3
of how they 1 1
of how we 1 1
of identity theft 2 1
of immigration law 1 3
of immigration laws 4 1
of increases in 5 1
of information that 6 1
of it is 2 2
of it was 1 1
of its elite 1 1
of its kind 1 1
of july overall 1 1
of justice assistance 1 3
of justice in 4 1
of justice is 1 1
of justice s 1 1
of justice some 1 1
of justice the 2 1
of labor afl 2 1
of lapd s 14 2
of law and 1 12
of law enforcement 29 19
of legal and 1 2
of license plate 6 1
of life in 9 1
of limitation for 1 1
of living in 2 1
of local government 4 1
of long beach 2 2
of los angeles 283 7
of marijuana in 1 1
of members of 2 1
of mental health 2 1
of more than 11 2
of muslims in 1 1
of notably lower 1 1
of officer involved 2 2
of one of 7 2
of one s 2 3
of operations described 1 1
of our communities 7 1
of our lives 2 1
of outreach efforts 2 1
of peace officers 3 1
of people have 1 1
of people like 1 1
of people who 1 3
of police cars 1 1
of police chief 3 1
of police in 2 2
of police officer 1 3
of police shootings 1 1
of policing and 3 5
of predpol a 1 1
of probation and 2 2
of public policy 4 3
of public safety 4 6
of racial disparity 3 3
of racial profiling 1 8
of representatives from 2 1
of research into 1 1
of rules and 2 2
of san francisco 3 1
of san jose 1 2
of serious crimes 1 3
of sherman s 2 2
of social media 2 3
of some of 10 3
of some offences 1 1
of state and 10 4
of state public 1 1
of street level 2 1
of such a 1 3
of that policy 1 1
of the above 1 1
of the accused 1 2
of the action 1 1
of the agency 3 3
of the american 3 5
of the association 7 1
of the benefits 4 6
of the biggest 5 1
of the black 1 5
of the book 2 2
of the case 6 4
of the cases 1 1
of the children 1 2
of the city 16 15
of the commission 4 2
of the community 6 5
of the country 11 1
of the county 4 17
of the court 1 3
of the crime 14 5
of the criminal 4 8
of the data 11 5
of the day 5 2
of the death 4 1
of the defendant 6 1
of the department 4 10
of the devices 1 1
of the devonshire 1 1
of the district 1 1
of the drug 8 1
of the evidence 3 3
of the experience 1 1
of the family 1 2
of the federal 4 9
of the few 7 2
of the first 4 5
of the five 3 1
of the food 2 1
of the force 1 1
of the funding 1 1
of the government 6 12
of the greatest 4 1
of the group 13 2
of the homeless 2 1
of the human 1 3
of the incident 6 4
of the individual 2 2
of the individuals 2 2
of the investments 2 1
of the jurisdiction 2 1
of the land 1 1
of the lapd 12 2
of the largest 11 1
of the last 3 1
of the law 16 27
of the line 1 1
of the local 3 1
of the location 1 1
of the los 56 2
of the major 1 3
of the mayor 1 2
of the media 1 1
of the men 5 1
of the more 3 1
of the most 9 26
of the murders 2 1
of the muslim 1 1
of the nation 2 2
of the national 13 10
of the new 13 11
of the oakland 1 1
of the officer 1 1
of the original 1 1
of the panel 1 1
of the past 12 1
of the people 3 7
of the person 1 2
of the police 5 55
of the political 6 2
of the population 3 3
of the potential 3 4
of the president 1 7
of the prison 1 2
of the problem 1 3
of the program 2 3
of the proposed 3 1
of the public 4 9
of the real 1 1
of the reason 3 1
of the recent 1 2
of the reform 1 2
of the reforms 5 1
of the report 7 1
of the road 1 1
of the s 15 8
of the same 2 5
of the seven 3 1
of the sheriff 23 2
of the situation 1 3
of the six 5 2
of the so 2 1
of the sources 2 1
of the southern 1 2
of the state 7 7
of the statute 1 1
of the suspect 4 1
of the technology 1 2
of the term 2 1
of the three 3 1
of the time 5 3
of the topanga 5 1
of the truth 1 1
of the two 3 2
of the u 2 3
of the ultimate 2 1
of the union 3 9
of the united 2 8
of the university 2 5
of the us 1 1
of the use 1 5
of the valley 7 1
of the various 1 1
of the victim 6 1
of the violent 17 2
of the vote 5 1
of the website 2 1
of the west 1 1
of the white 1 1
of the world 8 1
of the year 13 1
of their own 2 4
of their skin 2 1
of them were 1 3
of them with 1 2
of these cases 1 3
of these funds 3 1
of these things 1 1
of things that 1 1
of this year 16 1
of those arrested 8 1
of those in 1 1
of those racial 1 1
of those who 5 4
of thousands of 4 3
of trump s 13 2
of u s 3 8
of understanding the 1 1
of us were 1 1
of violence and 2 2
of violent crime 13 10
of violent crimes 7 2
of washington the 1 1
of what happened 1 1
of what is 2 1
of what it 2 1
of what the 1 2
of what they 3 1
of whom are 10 2
of whom is 2 1
of whom were 2 1
of why and 1 1
off at the 1 1
off is nothing 1 1
off lapd chief 1 1
off when the 1 1
offences he added 1 1
offenders to services 1 1
office and the 4 8
office and was 1 1
office at the 1 1
office of inspector 2 1
office of operations 1 1
office of the 12 5
officer accused of 1 4
officer and it 1 1
officer as well 2 1
officer assigned to 1 1
officer at the 1 2
officer in said 1 1
officer in the 1 2
officer involved shooting 5 1
officer jorge r 1 1
officer of lapd 6 1
officer of the 5 6
officer they were 2 1
officers access to 1 1
officers and a 3 1
officers and the 1 2
officers arrest potential 1 1
officers as a 1 4
officers as they 1 1
officers at the 3 2
officers concentrating on 1 1
officers do not 2 1
officers going in 1 1
officers in areas 1 1
officers in the 1 10
officers involved in 3 2
officers most effectively 1 1
officers noted however 1 1
officers on the 4 4
officers responded to 3 1
officers to neighborhoods 1 1
officers to the 2 3
officers to wear 1 1
officers use of 1 2
officers we are 1 1
officers were not 1 2
officers who have 1 5
officers who were 2 5
officers who work 2 1
official news april 1 1
officials at the 1 1
officials in the 1 2
officials on the 5 1
officials say it 1 1
often centered on 1 1
often do not 1 1
old african american 2 2
on a daily 3 3
on a larger 6 1
on a map 3 1
on a national 1 1
on a new 1 1
on an open 1 2
on an outstanding 1 1
on areas where 1 1
on behalf of 11 6
on civil liberties 2 1
on crime and 1 13
on crime from 1 2
on crime in 3 4
on crime of 11 1
on crime rates 1 4
on crime reduction 3 3
on criminal justice 5 4
on drugs and 1 2
on drugs has 1 2
on his back 1 1
on historical data 1 1
on homeland security 1 2
on how he 1 1
on how to 6 5
on july after 1 2
on law enforcement 1 4
on low income 1 1
on public safety 11 1
on race or 1 2
on shifting metropolitan 1 1
on social media 15 3
on such an 1 1
on suspicion of 74 1
on television and 1 1
on the back 4 12
on the basis 1 50
on the black 1 1
on the board 2 1
on the card 2 1
on the city 1 2
on the concept 1 1
on the eve 8 3
on the face 4 1
on the front 6 10
on the ground 2 12
on the grounds 1 2
on the internet 4 1
on the investigation 1 1
on the job 1 3
on the list 8 3
on the los 1 2
on the merits 1 1
on the minds 2 1
on the number 1 1
on the other 1 9
on the outside 2 1
on the part 3 4
on the police 2 6
on the run 4 3
on the same 1 2
on the sidewalk 5 2
on the street 14 14
on the streets 5 5
on the subject 2 2
on the topic 3 1
on the use 1 7
on the waiting 1 1
on the way 1 1
on the wrist 5 1
on their way 2 2
on this front 1 1
on to a 4 2
on top of 2 2
on tuesday i 1 1
on twitter section 152 1
on violent crime 7 4
on whether the 1 1
one day after 4 2
one has been 2 2
one of his 3 2
one of its 2 3
one of our 4 1
one of several 3 1
one of sherman 1 1
one of the 73 51
one of them 8 1
one of these 1 2
one of those 3 2
one of three 2 1
one of two 9 1
one of whom 2 2
one or more 4 2
one percent of 2 1
one that is 5 4
one way or 3 1
one week after 3 1
only a few 1 1
only a small 4 1
only to augment 1 1
open and honest 1 1
open the door 2 1
operations comdr rodriguez 1 1
operations described sherman 1 1
operations support division 1 1
operations valley bureau 12 2
opposed by the 1 1
optimistic beck said 1 1
or any other 7 8
or at least 2 11
or break into 1 1
or how advanced 1 1
or if he 2 1
or if you 11 2
or in the 2 3
or law enforcement 4 1
or national origin 3 3
or other content 15 4
or other valuables 1 1
or perceived race 5 1
or provide an 1 1
or some other 2 3
or those who 5 1
or try to 1 1
or where violence 1 1
or with the 2 1
order to get 3 2
order to protect 2 2
order to qualify 1 1
oregon and california 1 1
organizations such as 5 2
origins of the 1 3
other areas of 5 8
other cases the 4 1
other content needs 15 3
other content requirement 1 3
other end of 1 1
other low level 1 1
other major cities 1 1
other measures to 1 1
other members of 7 3
other parts of 2 1
other serious crimes 2 1
other similarly situated 1 1
other sources such 3 1
other things that 3 3
other types of 1 3
other valuables inside 1 1
others but over 1 1
ought to be 1 2
our achilles heel 1 1
our biggest numbers 1 1
our community and 3 1
our community even 1 1
our law enforcement 5 1
our neighborhoods he 1 1
our officers as 1 1
our officers going 1 1
out about the 4 1
out for him 1 1
out in california 1 1
out in the 2 1
out of control 7 3
out of hand 1 1
out of my 1 2
out of state 1 1
out of the 37 6
out of their 7 3
out that the 3 2
out to be 3 4
out to ha 1 1
outside of a 5 1
outside of his 1 1
outside of the 4 5
outside the department 1 2
outside the law 2 2
over the course 5 2
over the last 10 7
over the next 7 4
over the past 15 12
over the years 7 1
over time they 1 1
overall crime in 1 1
overall crime ultimately 1 1
overall crime was 4 1
overtime pay for 3 1
own analysis of 2 1
own versions of 4 1
panorama city on 1 1
panorama city the 1 1
park high school 1 1
parking lot of 2 1
part b pg 28 1
part because of 2 9
part because the 9 3
part in a 1 1
part of a 35 17
part of an 4 3
part of his 3 1
part of its 1 2
part of one 2 1
part of sherman 1 1
part of the 39 16
part of their 4 1
part of this 8 1
part to a 5 2
participants in the 1 4
participate in the 6 2
participated in the 2 6
participating in the 2 1
participation in the 1 4
particular have been 1 1
particularly as a 4 1
partly because of 2 1
partners including the 2 1
partnership with the 3 3
parts of the 2 4
past few years 13 2
past three years 10 1
past two years 2 3
pat themselves on 2 1
patrol car to 3 1
patrol cars and 10 1
patrol division commanding 1 1
patrol officer in 1 1
pay for a 1 1
pay for the 6 3
paying more than 3 1
penalties have been 1 1
pencil and create 2 1
people being killed 1 1
people break into 1 1
people in the 12 1
people living in 3 2
people of color 4 14
people suspected of 9 1
people to be 1 1
people were arrested 9 2
people were killed 1 2
people who are 9 1
people who can 1 1
people who have 9 6
people whom the 1 1
percent increase in 25 3
percent of the 18 6
percent of those 1 1
percent over the 12 2
percent reduction in 2 1
percent so far 1 1
percent today there 1 1
percentage of the 3 1
perhaps the best 1 2
perhaps the increase 1 1
perhaps the most 2 5
person in the 2 1
person s immigration 6 1
person s race 1 1
pg a length 9 1
pg length words 367 3
physical evidence that 1 1
piece of the 2 1
