of 1 of 1
new analysis 1 2
new assistant 1 1
new case 2 2
new chief 2 3
new construction 1 1
new data 1 16
new effort 2 2
new funding 4 1
new generation 1 1
new hampshire 3 1
new mexico 3 3
new police 1 2
new policies 2 5
new public 3 1
new recruits 1 1
new rules 2 2
new technologies 1 2
new top 1 1
new transit 1 1
new way 1 2
new ways 1 5
new york 60 157
new yorker 3 6
news accounts 1 1
news and 4 4
news april 1 1
news business 1 3
news conference 47 1
news coverage 4 2
news june 2 2
news length 7 2
news march 2 3
news may 3 2
news of 108 1
news opinion 1 1
news organizations 4 1
news release 28 7
news reports 5 3
news that 2 2
news the 3 3
news version 3 1
newspaper copyright 425 9
newspaper journal 10 4
newsweek interactive 1 1
newswire copyright 23 4
next day 5 2
next five 1 3
next level 2 1
next said 1 1
next several 1 2
next thing 3 1
next time 1 2
next to 5 2
next year 2 3
nextdoor where 1 1
night in 8 1
night when 2 1
nightclub in 1 1
nine and 1 1
nine times 1 1
nixon after 1 1
no and 1 1
no change 1 1
no charges 2 1
no convictions 1 1
no direct 4 1
no distinction 4 1
no doubt 3 4
no effect 3 1
no evidence 6 4
no father 2 1
no further 9 1
no guarantee 1 1
no homicides 2 1
no idea 1 1
no legal 2 1
no length 1 1
no longer 14 9
no matter 18 7
no money 1 1
no one 25 7
no other 5 3
no place 3 3
no priority 1 4
no problem 2 1
no reported 1 1
no right 6 1
no spot 1 1
no substitute 1 1
no way 1 5
none have 1 1
none of 14 3
nonprofit organizations 2 3
nonprofit that 3 1
nor the 1 3
north and 1 1
north carolina 5 16
north of 8 2
northern california 2 1
not a 16 31
not actually 6 1
not address 4 1
not affect 1 1
not afford 1 2
not after 2 1
not agree 5 1
not all 2 8
not allow 4 5
not an 1 4
not appear 1 6
not apply 1 3
not as 2 9
not associated 1 1
not automatically 1 1
not based 4 3
not be 44 63
not been 23 8
not being 3 4
not believe 2 3
not call 2 2
not care 4 3
not changed 1 1
not clear 8 6
not come 1 1
not conducted 6 1
not considered 5 1
not deter 2 1
not discuss 1 1
not doing 3 1
not enough 1 1
not entirely 1 2
not entitled 1 2
not even 2 8
not exactly 1 1
not expect 2 2
not far 2 1
not feed 1 1
not feel 3 1
not file 1 3
not find 1 1
not fire 1 1
not follow 1 1
not for 1 2
not found 3 1
not fully 1 7
not give 5 1
not given 3 1
not go 5 1
not guilty 32 1
not hard 4 1
not have 31 27
not having 1 1
not identify 1 1
not immediately 27 2
not immune 2 1
not in 9 8
not include 1 4
not included 1 1
not initially 2 1
not intended 1 4
not involve 4 3
not involved 7 2
not just 20 26
not know 26 5
not known 8 1
not lead 2 5
not leave 2 3
not legal 1 2
not like 2 1
not likely 1 3
not limited 2 8
not long 4 2
not lost 1 2
not made 2 1
not make 4 3
not mean 2 6
not meet 2 1
not merely 1 8
not necessarily 7 17
not new 6 2
not on 1 6
not only 24 70
not out 2 1
not outweigh 2 1
not part 2 1
not possible 3 1
not receive 2 1
not receiving 2 1
not recognized 2 1
not reflect 1 1
not release 2 1
not relevant 1 1
not required 3 2
not say 8 1
not see 4 2
not seem 2 1
not set 3 1
not significantly 1 1
not so 2 10
not something 2 1
not stop 2 1
not suitable 1 1
not support 3 3
not supposed 1 1
not sure 1 1
not take 2 6
not target 2 1
not that 5 2
not the 35 26
not there 4 1
not to 35 28
not tolerate 2 1
not true 2 1
not use 1 1
not used 1 1
not using 1 1
not wait 1 1
not want 8 3
not what 9 3
not whether 1 1
not willing 1 1
not wish 2 2
not without 1 2
not work 1 1
not yet 9 6
not your 3 2
notably lower 1 1
note for 1 2
note that 1 13
note the 3 7
noted a 2 1
noted however 1 2
noted that 27 18
noted the 2 5
noted these 4 1
noted this 1 2
notes and 1 17
notes that 1 6
nothing but 1 2
nothing else 1 3
nothing more 1 4
nothing that 1 2
nothing to 19 5
nothing wrong 1 1
notice of 2 7
notified of 4 2
noting that 7 46
november and 2 1
now a 4 1
now and 2 1
now being 3 3
now facing 1 1
now has 6 2
now have 2 1
now i 4 1
now in 8 2
now includes 4 1
now is 8 3
now it 4 3
now james 2 1
now most 1 1
now the 8 5
now there 3 2
now they 2 1
now to 3 2
now we 2 1
nuisance the 2 1
number and 1 1
number is 2 1
number of 108 81
number one 3 1
number to 4 1
numbers a 2 3
numbers and 4 3
numbers are 12 1
numbers in 3 2
numbers of 5 7
numbers show 1 1
numerous reforms 1 1
numerous run 2 1
o connor 1 1
o j 1 1
oakland calif 4 1
oakland police 7 4
oakland s 1 1
obama administration 2 9
obama and 4 2
obama s 2 1
objection to 1 2
obligated to 2 5
obligation to 2 8
obtain the 1 1
obtained a 1 1
occur in 2 2
occur next 1 1
occurred during 1 4
occurred in 11 8
occurred there 2 1
occurred years 2 1
occurring in 1 1
oct to 4 2
october in 1 1
october language 26 2
october of 1 1
october saturday 2 2
odds with 4 1
of a 336 261
of abuse 1 2
of accountability 3 4
of accuracy 1 2
of actions 4 2
of actual 3 1
of additional 3 2
of addressing 4 1
of african 7 21
of agencies 3 6
of all 27 35
of alleged 6 1
of america 18 5
of an 30 72
of anaheim 2 1
of and 11 13
of anonymous 1 2
of another 5 6
of anti 2 4
of any 28 35
of applying 1 1
of arlington 3 3
of armed 4 1
of arrest 1 13
of arrests 13 6
of assault 4 1
of association 1 2
of at 9 1
of attention 2 1
of august 1 1
of beating 1 1
of becoming 1 3
of behavior 3 1
of being 23 20
of black 6 26
of both 3 9
of breaking 1 1
of brown 2 3
of burglaries 2 1
of business 3 1
of but 1 2
of cal 6 3
of california 48 11
of calls 3 3
of capital 2 2
of carrying 2 1
of cars 1 1
of case 1 2
of cases 3 3
of challenges 1 1
of changing 1 2
of chicago 3 22
of childhood 1 1
of children 13 4
of circumstances 1 1
of cities 1 8
of city 4 10
of civil 2 7
of color 12 26
of commerce 2 6
of committing 16 2
of community 9 25
of construction 1 1
of contract 1 1
of control 7 14
of controversial 1 1
of cop 1 1
of corrections 5 3
of corruption 1 2
of county 3 5
of course 2 36
of crime 103 50
of crimes 24 4
of criminal 20 28
of criminology 4 3
of data 13 65
of days 1 1
of de 1 2
of declines 4 1
of defendants 3 1
of defense 1 3
of deployment 1 1
of different 3 7
of digital 4 6
of distrust 1 5
of documents 500 27
of dollars 19 3
of domestic 14 1
of drug 3 3
of drugs 11 1
of e 1 2
of each 2 1
of earlier 6 2
of education 1 3
of eligible 1 1
of emergency 4 5
of engaging 4 1
of entry 15 1
of every 10 8
of evidence 3 8
of ex 2 5
of excessive 1 4
of experience 1 1
of expertise 2 3
of faces 2 2
of factors 5 6
of fair 6 11
of faith 2 1
of false 4 2
of family 3 1
of fear 6 4
of federal 14 10
of ferguson 4 2
of finding 1 3
of five 3 1
of florida 2 2
of food 4 1
of force 5 41
of four 7 1
of fraud 2 3
of free 7 3
of full 1 1
of future 2 3
of gang 7 1
of george 1 1
of getting 2 1
of gov 1 1
of government 7 24
of governor 1 1
of gunshot 1 1
of guy 1 1
of hand 5 1
of handwritten 1 4
of hard 2 1
of having 12 3
of health 1 4
of heavy 2 2
of her 34 19
of high 10 11
of highly 1 3
of him 8 1
of his 82 19
of history 1 5
of homeland 14 26
of homeless 6 1
of homelessness 13 2
of homes 2 1
of homicide 1 1
of homicides 8 1
of hostility 1 2
of hours 2 1
of how 10 33
of human 1 15
of identification 1 1
of identity 2 14
of illegal 12 1
of images 2 1
of immigrants 5 5
of immigration 22 16
of implementing 1 1
of improving 4 2
of in 10 3
of incarceration 3 5
of increased 1 3
of increases 5 1
of increasing 4 3
of incremental 3 1
of information 9 36
of inspector 2 1
of interest 8 5
of internal 1 2
of internet 4 4
of investigations 7 1
of issues 4 4
of it 15 18
of its 15 66
of jackson 1 2
of jail 4 2
of james 3 1
of joining 4 1
of july 1 2
of just 1 3
of justice 38 38
of la 8 1
of labor 5 18
of lapd 17 4
of large 3 4
of late 1 2
of latino 1 1
of law 39 66
of legal 1 59
of less 1 2
of liability 1 6
of liberal 1 1
of license 12 2
of life 25 12
of limitation 1 1
of limitations 9 2
of lincoln 2 1
of little 3 1
of living 4 3
of local 4 15
of long 2 4
of los 283 7
of major 1 2
of making 2 8
of man 3 2
of many 7 8
of marijuana 16 3
of mass 2 32
of media 4 3
of medicine 1 2
of meetings 1 1
of members 20 6
of men 1 1
of mental 3 1
of million 16 3
of millions 1 2
of misdemeanor 1 1
of money 2 4
of more 12 10
of multiple 7 6
of murders 1 1
of muslims 2 9
of my 9 5
of narcotics 4 3
of nd 7 1
of nearly 5 3
of neighbors 1 1
of new 8 36
of non 1 4
of not 2 7
of notably 1 1
of oakland 1 3
of obtaining 1 1
of officer 4 8
of officers 6 34
of one 12 15
of operation 4 2
of operations 9 3
of opinion 11 1
of or 4 7
of oral 5 1
of organizations 4 1
of other 22 24
of our 46 14
of outreach 2 1
of over 4 1
of overtime 2 1
of parents 1 1
of parole 3 1
of participants 1 1
of peace 3 1
of people 29 17
of percent 6 7
of police 33 254
of policing 3 78
of policy 1 15
of political 14 4
of possessing 2 1
of poverty 1 8
of power 3 13
of powers 1 3
of predpol 1 2
of prejudice 2 2
of president 13 2
of presidential 1 1
of prison 1 3
of prisons 4 1
of privacy 1 15
of probation 6 3
of professional 1 3
of programs 5 1
of projects 1 1
of prominent 1 1
of protecting 1 1
of providing 1 1
of public 16 46
of questions 4 4
of racial 4 65
of racism 1 6
of racist 4 2
of re 1 1
of reason 1 1
of reasons 1 5
of recent 4 4
of records 6 3
of reforms 1 6
of reported 5 1
of reports 3 1
of representatives 2 2
of research 1 7
of residential 4 2
of resources 5 2
of respect 2 1
of right 1 2
of rise 1 1
of rules 2 8
of s 2 3
of safety 1 1
of san 12 4
of sb 4 1
of school 2 2
of second 2 1
of security 2 1
of self 1 5
of serious 1 4
of several 12 2
of sex 4 1
of sexually 4 1
of sherman 2 2
of shooting 3 5
of similar 2 2
of six 7 1
of skilled 1 1
of small 1 3
of so 1 2
of social 3 39
of society 2 12
of some 15 19
of someone 5 1
of south 71 1
of southern 59 1
of special 6 5
of st 6 1
of staff 5 1
of state 14 38
of street 14 14
of subjecting 1 1
of success 6 1
of such 16 27
of supervised 1 1
of supervisor 2 1
of supervisors 27 2
of systemic 2 3
of taking 1 1
of technically 1 1
of tense 1 1
of terror 3 2
of terrorist 1 5
of that 17 44
of the 1341 1367
of their 43 77
of them 25 19
of these 35 89
of things 2 10
of this 55 73
of those 47 45
of thousands 4 4
of three 13 5
of time 8 8
of to 4 1
of town 6 1
of traffic 16 4
of training 1 5
of transparency 1 9
of treatment 1 4
of trump 13 3
of trust 2 13
of two 21 8
of u 3 10
of uncertainty 1 4
of understanding 1 7
of undocumented 9 1
of unions 1 2
of unlawful 2 5
of unwanted 1 2
of us 18 3
of using 6 10
of various 2 6
of vincent 4 1
of violating 3 3
of violence 19 10
of violent 24 15
of virginia 1 1
of voters 1 1
of washington 1 7
of western 10 1
of what 18 33
of when 4 1
of which 13 18
of white 8 4
of whites 4 1
of whom 24 7
of why 4 2
of widespread 1 1
of women 3 1
of work 2 3
of working 4 1
of writing 1 2
of year 8 1
of years 38 2
of you 3 1
of young 1 12
of your 4 2
off a 3 3
off against 1 1
off and 3 2
off approach 2 1
off at 8 1
off attacks 2 1
off duty 17 5
off federal 2 1
off for 3 1
off is 1 1
off lapd 1 1
off the 23 10
off when 1 1
offences he 1 1
offenders a 1 1
offenders for 6 1
offenders in 2 1
offenders to 7 2
offense was 1 1
offenses and 7 3
offensive to 2 1
offer a 4 7
offer the 5 1
offered an 1 2
offered for 1 3
offered in 1 2
offered the 3 3
offered to 6 3
offered what 1 1
offers a 3 5
offers the 1 1
offers to 1 3
office also 2 1
office and 18 13
office as 4 1
office at 3 1
office had 3 1
office in 11 2
office is 12 1
office it 1 1
office of 46 36
office or 1 1
office s 2 1
office the 31 2
office to 3 1
officer a 1 1
officer accused 1 5
officer and 8 7
officer as 2 3
officer assigned 1 1
officer at 1 2
officer but 2 1
officer fired 1 1
officer had 1 3
officer in 8 10
officer involved 7 7
officer is 1 6
officer jorge 1 1
officer michael 2 1
officer of 11 7
officer overtime 2 1
officer peter 1 1
officer s 7 17
officer said 2 2
officer they 2 1
officer to 2 2
officer was 8 6
officer who 8 8
officer with 1 1
officers a 5 2
officers about 1 1
officers access 1 1
officers also 4 4
officers and 17 43
officers are 10 18
officers arrest 1 2
officers arrived 7 1
officers as 2 10
officers association 1 3
officers at 3 2
officers began 1 1
officers but 2 4
officers can 1 8
officers concentrating 1 1
officers do 2 4
officers from 11 20
officers going 1 1
officers has 1 1
officers have 4 9
officers in 13 41
officers into 3 1
officers involved 3 5
officers it 2 1
officers killed 1 1
officers most 1 1
officers not 4 1
officers noted 1 2
officers on 8 6
officers responded 5 2
officers responding 3 1
officers see 1 4
officers shot 1 1
officers that 2 4
officers the 4 5
officers they 1 1
officers to 22 41
officers union 4 3
officers use 3 4
officers we 1 2
officers were 15 14
officers when 2 1
officers who 9 40
officers will 13 5
officers with 3 4
officers would 3 3
offices and 2 1
offices at 1 1
official news 23 1
officials also 2 1
officials and 32 3
officials are 6 10
officials as 2 1
officials at 1 2
officials but 2 1
officials have 15 10
officials in 21 6
officials keep 1 1
officials on 8 2
officials or 1 1
officials say 16 3
officials should 4 4
officials the 3 2
officials to 14 6
officials use 2 2
officials went 1 1
officials who 2 1
officials will 6 2
often been 1 3
often centered 1 1
often do 2 2
often this 1 1
often with 1 1
ohio may 1 1
oil and 1 1
old african 2 2
old girl 6 1
old son 17 2
older model 1 1
on a 133 74
on african 2 3
on all 3 5
on an 13 17
on and 5 1
on any 1 6
on april 22 1
on areas 1 1
on arrests 1 3
on as 5 1
on august 5 5
on average 2 3
on behalf 11 6
on by 11 3
on california 3 1
on camera 1 1
on civil 2 9
on classification 1 1
on crime 52 108
on criminal 6 5
on developing 2 1
on digital 4 2
on disadvantaged 1 1
on drugs 3 28
on duty 1 3
on either 1 2
on every 1 5
on facebook 4 3
on february 2 6
on file 1 6
on foot 5 3
on for 1 2
on gang 5 1
on google 2 4
on grounds 2 1
on his 28 6
on historical 1 4
on homeland 1 2
on how 19 13
on human 14 5
on i 1 1
on illegal 9 2
on immigration 8 2
on in 3 2
on incarceration 11 1
on information 3 1
on it 12 7
on its 24 10
on january 2 4
on july 12 7
on june 7 4
on law 1 6
on local 4 1
on low 1 1
on march 14 1
on may 18 1
on me 3 1
on much 1 1
on multiple 5 1
on occasion 1 3
on officers 3 6
on other 5 7
on our 13 2
on patrol 1 2
on people 4 4
on political 3 2
on preventing 4 1
on probation 11 1
on public 11 5
on race 5 22
on school 4 1
on security 1 2
on september 2 4
on shifting 1 1
on sidewalks 2 1
on social 15 4
on some 9 3
on state 1 1
on streets 1 1
on such 1 2
on surveillance 2 1
on suspicion 74 2
on television 2 1
on that 2 9
on the 398 439
on their 26 23
on them 9 9
on these 3 4
on this 10 17
on those 4 7
on three 3 3
on to 11 7
on top 2 3
on tuesday 52 1
on twitter 163 4
on video 9 1
on violent 17 4
on weapons 1 1
on what 14 10
on when 2 1
on whether 3 4
on which 3 8
on your 5 3
on youth 8 1
once a 4 5
once more 1 1
once the 4 7
once they 5 1
once you 1 1
one and 1 1
one another 3 1
one area 3 1
one can 1 7
one case 5 1
one city 2 1
one day 10 4
one fifth 2 1
one group 4 1
one has 5 3
one in 10 7
one is 1 2
one member 1 2
one of 137 89
one officer 1 5
one or 5 3
one percent 2 3
one person 14 3
one place 1 1
one point 2 1
one reason 3 1
one recent 1 2
one s 8 9
one that 9 13
one the 1 1
one thing 2 4
one to 3 1
one way 3 10
one week 4 3
one which 1 1
ones are 2 1
ones who 1 1
ongoing including 1 1
online features 1 2
online for 3 2
online we 11 1
only a 7 11
only after 1 1
only for 1 5
only had 1 1
only if 1 2
only in 2 5
only one 6 13
only the 2 6
only to 7 17
only two 1 1
onto campuses 2 1
onto the 7 1
op ed 1 1
open and 5 3
open the 6 3
open to 5 6
opening statement 1 1
operate and 1 1
operated by 1 5
operates in 1 1
operations and 2 4
operations comdr 1 1
operations described 1 1
operations support 1 1
operations to 1 1
operations valley 12 2
opinion about 11 1
opinion piece 1 1
opinions and 1 1
opportunities and 1 3
opportunities for 2 12
opportunity and 2 3
opportunity for 3 3
opportunity to 11 24
opposed by 2 2
opposed to 8 16
opposing the 3 1
opposition to 1 6
optimistic beck 1 1
option to 1 3
options for 1 1
options to 2 1
or a 12 12
or all 2 2
or allow 1 1
or an 1 5
or another 4 2
or any 13 11
or anything 1 1
or are 2 3
or at 6 12
or be 1 3
or both 1 2
or break 1 1
or by 3 8
or community 11 3
or confidential 1 1
or could 1 1
or crime 3 1
or criminal 4 2
or disability 3 1
or email 1 1
or ethnicity 3 1
or even 2 27
or for 2 2
or from 1 2
or gender 2 3
or groups 1 1
or her 11 4
or how 2 3
or i 3 1
or if 15 3
or in 4 13
or is 11 6
or it 1 2
or law 4 1
or less 1 7
or lived 1 1
or make 1 2
or merely 1 2
or more 20 10
or national 3 4
or near 12 1
or new 1 1
or no 2 4
or non 1 1
or not 4 11
or on 1 3
or one 1 2
or onto 1 1
or other 42 31
or perceived 5 2
or percent 10 1
or politics 1 1
or prison 1 1
or property 4 3
or provide 1 1
or providing 2 1
or rapes 2 1
or serious 1 2
or she 2 3
or so 2 5
or some 2 4
or state 2 1
or that 3 5
or the 29 36
or their 11 7
or they 4 5
or those 5 1
or threat 3 1
or to 13 14
or try 1 1
or used 2 1
or were 2 1
or what 2 4
or when 4 6
or where 1 2
or whether 4 3
or who 12 2
or with 3 3
orange county 77 3
order against 1 1
order by 1 1
order in 1 7
order is 4 3
order on 1 3
order the 4 6
order then 1 1
order to 16 40
order was 12 2
ordered a 7 2
ordered him 2 1
ordered the 4 1
orders and 1 1
orders for 1 2
orders to 7 1
oregon and 1 1
organization and 4 2
organization that 1 4
organization the 1 1
organization to 3 2
organizations and 3 2
organizations are 5 2
organizations in 4 3
organizations such 5 3
organized by 7 1
original complaint 1 4
originated in 1 1
origins of 1 8
ostensibly to 4 1
other a 1 1
other agencies 6 1
other areas 5 10
other cases 12 4
other cities 4 5
other content 16 7
other crimes 21 1
other drug 1 1
other end 1 1
other ethnic 3 1
other factors 3 1
other federal 3 3
other group 2 2
other groups 1 4
other incidents 4 1
other industries 3 1
other information 4 1
other issues 1 1
other jurisdictions 1 2
other large 2 2
other law 9 1
other low 1 1
other major 1 2
other measures 1 2
other members 7 3
other officers 2 5
other organizations 1 1
other parts 2 1
other people 16 2
other places 6 2
other police 5 1
other prominent 2 1
other property 4 1
other racial 1 2
other recent 4 1
other serious 2 1
other side 5 1
other similarly 1 1
other sites 1 1
other six 2 2
other sources 3 5
other states 9 3
other than 10 15
other things 5 10
other to 1 1
other types 1 3
other valuables 1 1
others are 7 2
others as 1 2
others but 1 3
others have 1 6
others in 6 2
others including 1 1
others the 2 1
others to 2 1
others were 3 1
others who 7 1
otherwise would 3 1
ought to 2 5
our achilles 1 1
our biggest 1 2
our communities 18 1
our community 10 2
our constitution 1 1
our current 3 3
our job 2 2
our law 5 1
our lives 2 2
our nation 2 1
our neighborhoods 4 1
our officers 9 2
our own 1 3
our radar 1 2
our society 2 2
our world 1 1
out a 20 4
out about 5 2
out against 3 2
out an 5 3
out and 5 6
out for 13 3
out in 6 7
out is 6 1
out its 1 1
out of 111 39
out on 11 1
out that 8 8
out the 13 8
out their 1 2
out they 2 1
out this 1 1
out to 16 9
out two 1 2
out were 1 1
out when 1 1
out who 1 1
outcomes for 1 2
outlines the 2 1
outreach efforts 2 1
outset of 4 3
outside a 10 1
outside and 1 1
outside of 11 9
outside the 9 18
outside to 1 1
outweigh the 2 2
over a 6 4
over an 2 1
over and 10 4
over by 4 4
over conditions 1 2
over half 3 1
over his 2 1
over how 1 3
over into 3 1
over law 2 1
over million 1 3
over some 1 1
over the 105 51
over their 2 1
over there 1 2
over time 1 9
overall crime 19 3
oversee the 4 2
overseeing the 4 1
overseen by 2 1
oversight and 1 4
oversight in 2 1
overtime costs 2 1
overtime hours 2 1
overtime pay 3 5
overwhelmingly white 4 1
own analysis 2 1
own versions 4 1
owned by 4 2
p d 1 9
p m 332 2
p of 2 1
page for 4 1
paid for 1 2
paid more 2 2
paid off 1 1
pair of 8 1
panorama city 4 2
paperwork for 1 1
parent to 1 1
parents and 10 1
paris and 2 1
park high 1 1
park the 4 1
parker was 1 1
parking lot 7 2
parole for 1 1
part a 7 1
part b 28 1
part because 12 17
part by 1 5
part c 2 1
part in 10 5
part of 130 66
part this 1 1
part to 7 5
participants are 1 1
participants in 1 7
participate in 7 7
participated in 7 7
participating in 10 3
participation by 4 1
participation in 2 14
particular crime 6 1
particular have 1 1
particular the 1 3
particularly as 4 5
particularly important 1 2
particularly the 5 5
particularly those 2 1
particularly when 1 2
partly because 2 2
partly to 5 1
partner with 3 1
partnered with 1 8
partners and 1 1
partners including 2 1
partners to 4 2
partnership with 6 6
parts of 6 6
party and 2 1
passage of 16 6
passed by 14 2
passed the 1 1
passed through 6 2
passengers and 3 2
passing these 4 1
past but 3 1
past few 13 3
past four 1 1
past three 11 3
past two 4 3
pat down 10 3
pat themselves 2 1
path to 3 5
patients and 1 2
patrick mcgreevy 2 1
patrol car 3 4
patrol cars 13 1
patrol division 1 2
patrol for 1 2
patrol officer 1 2
patrol the 4 1
patrolling and 3 1
patrols and 1 1
patrols as 2 1
patrols in 3 2
pattern is 1 1
pattern of 4 7
pay an 1 1
pay for 11 9
pay the 7 3
paying more 3 1
payments to 2 1
pays for 1 3
peace officers 9 1
pelican bay 1 2
penal code 1 1
penalties for 2 1
penalties have 1 1
penalty of 2 1
pencil and 2 1
people and 22 9
people are 30 3
people because 6 1
people being 4 3
people break 1 1
people can 2 2
people convicted 3 1
people from 4 7
people had 2 1
people have 11 5
people in 39 14
people including 7 2
people into 2 4
people just 1 2
people like 7 5
people living 4 2
people of 13 17
people or 1 2
people particularly 1 1
people s 8 19
people seeking 1 1
people started 1 1
people suspected 10 1
people that 15 1
people there 1 1
people think 1 1
people to 34 10
people want 1 1
people we 1 1
people were 31 7
people who 56 20
people whom 1 1
people whose 1 5
people will 1 3
people with 23 6
people without 2 3
pepper spray 9 3
per capita 2 5
per year 2 3
perceived race 5 1
percent and 22 3
percent as 1 1
percent for 1 2
percent higher 2 1
percent in 22 2
percent increase 36 3
percent is 1 1
percent more 4 3
percent of 27 28
percent over 22 2
percent reduction 2 1
percent so 1 1
percent today 1 1
percent were 1 1
percentage of 5 7
perception of 3 8
perceptions of 1 29
performing acts 1 1
perhaps a 1 2
perhaps from 1 1
perhaps in 1 1
perhaps most 2 8
perhaps no 4 1
perhaps the 4 20
perils of 4 4
period in 7 2
period of 2 5
period that 1 1
period would 2 1
permission from 2 1
permit a 1 2
permit such 1 1
permit the 1 4
person and 2 2
person could 2 2
person in 5 4
person is 1 5
person of 3 1
person or 6 1
person s 9 8
person to 2 2
person was 11 1
person who 10 2
person with 1 1
personal and 1 3
personal information 1 15
personnel with 2 1
persons who 5 1
perspective the 2 3
perspectives of 1 2
pervasiveness of 2 1
petty theft 11 1
pg a 9 1
pg length 367 3
philadelphia and 1 2
philosophy and 1 4
phone and 6 1
phones to 1 1
photos and 7 1
physical and 1 1
physical evidence 4 2
physical fight 2 1
physical force 3 2
physically and 1 1
pick up 2 2
picture a 1 1
picture of 2 10
pictures of 2 1
piece of 14 2
pilot program 2 9
pilot project 1 1
pinpoint crime 1 1
pinpoints crime 1 1
place a 6 2
place and 4 4
place at 1 1
place for 6 6
place in 15 29
place of 1 1
place the 6 3
place to 17 3
place where 7 1
placed on 9 2
places and 3 1
places like 3 2
places that 4 3
places where 3 1
plain sight 2 3
plan and 4 3
plan for 2 3
plan to 18 12
planning and 1 9
plans to 14 9
plate reader 7 2
plate readers 41 1
platforms and 3 2
play an 1 3
play in 6 5
play this 1 1
played a 5 3
players and 1 1
playing basketball 3 1
playing out 1 1
plays a 2 8
plea deal 5 1
plea for 2 1
pleads guilty 3 1
pleads not 1 1
please contact 16 7
pleased that 2 1
plus media 23 4
plusmediasolutions com 15 4
pm gmt 1 1
pockets of 1 1
point a 2 1
point at 1 1
point b 2 1
point for 2 4
point in 2 4
point of 1 10
point the 6 2
point to 8 6
point where 3 2
pointed out 5 5
pointed to 2 3
pointing out 2 2
pointing to 1 2
points out 1 2
police a 1 3
police about 3 4
police action 4 5
police activity 2 3
police actually 4 1
police agencies 4 5
police also 4 1
police and 23 77
police announced 1 1
police are 30 22
police arrest 2 1
police arrested 11 1
police arrived 3 1
police as 3 25
police at 10 1
police because 2 3
police byline 2 1
police cars 6 3
police chief 75 19
police chiefs 3 5
police commission 18 6
police commissioner 1 10
police community 3 13
police continue 1 1
police data 9 1
police department 268 110
police departments 16 91
police deployment 11 1
police deputy 1 1
police divisions 2 1
police do 2 3
police efforts 1 1
police encounters 3 6
police for 8 6
police force 8 26
police forces 11 46
police found 4 1
police had 11 2
police have 11 13
police he 7 5
police i 2 3
police in 31 28
police informed 1 2
police investigation 2 1
police investigations 6 2
police is 1 10
police l 1 1
police more 2 2
police of 1 2
police officer 49 58
police officers 62 144
police officials 21 2
police on 14 6
police operations 1 2
police or 3 5
police overtime 2 1
police patrols 1 3
police presence 1 4
police protective 12 4
police report 1 1
police reported 2 1
police respond 1 2
police say 18 3
police seek 1 1
police shootings 2 6
police station 4 3
police stations 2 3
police surveillance 2 2
police that 8 4
police the 5 11
police this 1 4
police to 22 32
police today 1 1
police typically 1 1
police union 2 89
police unions 4 95
police use 7 11
police were 13 6
police will 7 1
police work 1 10
police would 3 5
policies also 2 1
policies and 9 26
policies but 1 2
policies designed 2 1
policies have 4 1
policies in 2 2
policies is 1 1
policies may 1 2
policies of 4 3
policies political 2 1
policies that 11 17
policies when 2 2
policing and 5 70
policing but 1 9
policing has 1 11
policing he 1 5
policing helps 1 1
policing is 5 29
policing might 1 1
policing software 1 1
policing this 4 2
policing to 2 9
policing tool 1 1
policy advocacy 2 1
policy and 1 20
policy for 1 4
policy has 5 4
policy in 5 9
policy of 5 4
policy on 2 6
policy shift 1 1
policy that 8 10
policy the 2 6
policy was 2 1
policymakers can 1 4
policymakers that 1 1
political and 3 8
political left 5 2
politically motivated 1 1
politicians and 2 1
politicians who 1 1
politics and 6 4
poor black 1 1
poor people 3 5
pop of 1 1
popular and 1 1
population and 8 4
population as 2 1
population from 1 1
population is 1 4
population of 3 6
population the 1 2
population to 3 2
populations and 4 3
portion of 5 6
portrait of 3 2
pose a 3 2
posed as 1 1
posed by 6 4
poses a 7 2
position as 2 1
position in 3 6
position of 6 3
position to 1 2
positive role 2 2
possession of 43 1
possibility of 4 16
possibility that 1 17
possible for 6 6
possible i 1 1
possible that 1 3
post digital 1 1
post in 1 1
post june 2 2
posted to 1 1
posts can 1 1
potential criminals 2 1
potential for 2 22
potential to 10 20
potential value 1 2
potholes and 1 2
poverty and 1 16
poverty law 2 1
poverty to 4 9
power and 6 12
power are 2 2
power is 9 3
power of 4 22
power over 2 3
power the 1 2
power to 6 13
powered by 1 2
powerful and 5 2
powerless and 3 1
practice of 1 11
practices and 1 13
practices of 4 4
practices that 1 10
practices with 2 2
praised the 4 1
praising the 1 1
precursor to 2 1
predators to 1 1
predecessor robert 1 1
predicted that 2 1
predictive policing 6 63
predominantly black 4 7
predpol a 1 2
predpol appear 1 1
predpol should 1 1
predpol software 1 1
predpol was 1 1
preferential treatment 1 2
preliminary injunction 2 2
premise that 2 2
prepare an 2 1
prepared to 4 2
preparing for 2 4
preparing to 4 1
prescription drugs 2 1
presence and 1 1
presence first 1 1
presence in 2 5
present the 1 3
presented a 2 1
presented in 4 5
presented the 5 2
presenting a 1 2
president and 1 3
president barack 3 1
president for 2 1
president george 2 2
president obama 2 2
president of 36 8
president s 8 13
president said 1 1
president the 2 1
president trump 29 12
presidential campaign 1 2
press holdings 1 1
press of 1 1
press release 2 5
