of 1 of 1
he started 2 1
he wants 2 4
he was 31 8
he will 6 1
he would 7 1
head of 6 3
headquarters and 1 1
health and 16 1
health care 15 1
heard from 1 2
heavily on 12 6
held a 1 2
held belief 1 1
held for 1 1
help guide 1 1
help him 2 1
help of 5 1
help police 7 10
help them 10 1
help those 1 2
helps police 1 1
hence the 3 2
here are 5 1
here but 1 1
here for 1 2
here he 2 1
here is 8 1
here the 2 1
here to 1 1
high and 1 2
high crime 114 2
high degree 2 4
high level 3 1
high levels 10 2
high priority 3 1
high rate 1 1
high school 3 1
high value 1 1
higher levels 2 1
highest in 3 1
highest probability 1 3
highest risk 5 4
highlight abstract 1 1
highlighted the 2 1
highly variable 1 1
him at 1 4
him from 1 1
him with 2 2
hinkle and 2 1
hiring of 1 2
his beat 1 1
his book 2 1
his new 2 1
his or 13 2
his own 13 1
his patrol 1 1
his predecessor 11 1
his wife 3 1
historical background 1 1
historical data 2 2
history in 1 1
history of 26 4
holding the 2 1
home burglaries 2 10
home for 3 1
home or 6 4
homeland security 19 10
hope is 2 1
hopes of 2 1
hopes the 1 1
hoping to 1 2
host of 2 5
hot spots 75 18
house in 4 4
house to 1 2
how a 6 1
how accurate 1 2
how america 2 1
how an 2 1
how and 4 3
how closely 1 1
how courts 7 1
how information 1 2
how it 27 3
how much 27 14
how officers 1 2
how police 9 8
how such 1 2
how that 5 1
how the 30 5
how their 2 4
how these 3 1
how they 13 6
how things 2 1
how this 4 1
how to 33 12
how well 8 1
however it 2 2
however most 3 2
however no 1 1
however some 1 2
however such 1 1
however that 5 1
however the 22 1
however these 1 1
however we 2 1
http www 280 14
huge amounts 2 1
human rights 2 2
humans to 5 2
hundreds of 14 1
hypothesis is 1 1
i d 14 5
i don 27 2
i have 32 1
i know 10 1
i m 34 5
i of 1 1
i predicted 1 1
i the 5 2
i think 33 8
i ve 18 2
i was 4 3
idea is 4 1
idea of 15 2
idea that 3 1
ideas and 1 1
ideas in 1 3
identified a 1 1
identified different 1 1
identified many 1 1
identified the 3 2
identify and 9 1
identify hot 2 1
identify people 2 1
identifying and 2 1
identifying the 4 2
if a 42 8
if any 5 1
if at 3 1
if it 13 1
if one 4 1
if police 6 1
if some 1 1
if that 3 3
if the 78 9
if there 16 2
if they 20 2
if this 1 1
if we 20 3
ii the 1 2
illegal drugs 1 2
illegal immigration 1 1
illuminate the 1 2
illustrates the 1 2
image and 4 2
image of 5 1
impact in 2 1
impact of 14 14
impact on 10 4
impetus for 1 1
implement predictive 1 2
implement the 12 1
implementation and 1 3
implementation of 12 6
implemented in 3 2
implemented the 1 3
implementing the 1 2
implications for 11 3
implications of 9 9
importance of 13 3
important because 1 1
important for 14 2
important is 2 2
important role 3 1
important to 17 2
improve performance 1 1
improve the 14 1
improving the 1 1
in a 409 61
in about 4 1
in accordance 2 1
in acquiring 1 1
in action 1 2
in addition 52 5
in all 8 2
in america 13 13
in american 10 9
in an 67 11
in and 34 6
in april 3 2
in areas 8 4
in arizona 1 1
in arrest 2 1
in assessing 3 1
in both 18 3
in brief 1 1
in bringing 1 2
in britain 6 1
in burglaries 10 1
in cars 2 1
in certain 21 1
in charge 11 1
in chicago 3 3
in china 2 1
in city 2 2
in community 7 14
in comparison 2 1
in contemporary 1 1
in contrast 14 3
in control 4 4
in court 18 1
in crime 45 9
in crimes 2 2
in criminal 43 4
in criminology 12 1
in data 4 1
in deciding 1 1
in democratic 1 1
in depth 3 6
in determining 21 1
in developing 3 2
in different 6 3
in economic 1 1
in effect 8 1
in eight 2 1
in either 3 1
in encyclopedia 1 5
in english 1 1
in establishing 1 1
in evidence 3 1
in fact 53 2
in familiar 1 1
in february 8 4
in federal 2 1
in first 2 3
in five 3 1
in formal 1 1
in four 2 1
in general 11 2
in handbook 1 2
in health 1 1
in high 9 2
in hiring 11 1
in his 31 1
in hot 6 1
in house 3 1
in how 7 3
in in 4 1
in industry 1 1
in information 4 2
in intelligence 2 2
in it 2 3
in its 35 5
in january 8 2
in july 8 9
in large 14 9
in late 2 1
in law 30 2
in learning 2 2
in less 1 1
in light 8 1
in local 11 5
in los 16 9
in managing 2 1
in many 39 5
in meeting 1 1
in mind 6 1
in minneapolis 8 2
in minority 5 1
in modern 8 6
in more 17 1
in most 9 4
in motion 8 1
in much 3 1
in n 8 1
in nation 2 4
in need 3 1
in neighborhoods 1 1
in new 29 3
in no 2 1
in north 2 1
in november 6 4
in of 3 1
in one 29 4
in only 1 1
in other 43 9
in others 4 2
in our 27 1
in overall 2 1
in overseeing 1 1
in part 63 4
in particular 22 1
in partnership 1 1
in patrol 11 2
in person 1 1
in place 10 1
in places 4 4
in police 25 29
in policing 42 13
in policy 1 1
in practice 9 1
in predicting 7 1
in predictive 3 2
in preventing 6 1
in previous 1 2
in problem 2 1
in progress 16 1
in real 8 3
in recent 10 4
in recruitment 1 1
in reducing 7 2
in reported 2 2
in research 1 1
in response 24 1
in rural 1 2
in san 6 1
in santa 17 17
in seattle 8 1
in selecting 2 1
in seven 2 1
in several 3 3
in shifting 1 1
in six 1 1
in size 3 2
in small 1 3
in some 42 9
in specific 3 1
in squad 1 1
in street 2 1
in structures 1 1
in such 19 2
in support 2 1
in terms 19 6
in that 26 7
in the 1214 263
in their 70 12
in theory 8 1
in these 28 9
in this 84 9
in those 14 2
in three 6 1
in time 10 1
in to 17 10
in town 4 1
in tracking 2 1
in training 1 1
in trouble 1 1
in turn 14 2
in two 7 3
in urban 3 2
in use 5 2
in various 3 1
in violent 5 1
in was 2 1
in washington 7 1
in ways 13 1
in what 10 4
in which 113 16
in years 4 2
inappropriate or 1 1
inc all 16 2
incarceration and 19 1
incentive for 1 1
incentives and 3 3
incident which 1 1
inclined to 6 2
include data 1 1
included several 1 1
including criminal 3 1
including the 23 4
including those 13 1
income areas 1 1
incorporate the 1 2
increase in 24 4
increase of 4 1
increase the 11 1
increase with 1 1
increased and 2 1
increased in 1 1
increased the 6 1
increased their 2 2
increases in 6 2
increases the 6 2
increasing attention 1 2
increasing the 9 2
increasingly difficult 1 1
indeed it 1 1
indeed the 8 1
independent from 1 1
independent of 4 4
index html 2 1
indicate that 7 2
indicate the 4 1
indicates that 5 3
indicates the 2 1
indicating that 8 1
indicator of 1 4
individual and 7 1
individual based 1 1
individual officers 1 2
individuals on 4 1
individuals or 7 1
ineffective and 1 1
inequality in 3 1
influence as 1 1
influence of 5 6
influence on 1 6
influence over 2 1
influence police 1 1
influence the 2 2
influenced by 8 4
influenced police 1 1
influencing the 2 2
influential that 1 1
information about 42 10
information age 3 2
information also 1 1
information among 1 1
information an 1 1
information and 18 2
information as 1 1
information from 14 3
information gathering 1 4
information has 3 1
information is 21 2
information on 10 1
information provided 3 1
information services 10 6
information sharing 1 3
information systems 5 1
information technologies 1 7
information technology 11 10
information that 28 2
information they 1 1
information to 20 3
infringementjurisdiction venuegovernmentslocal 1 1
initial crime 4 2
inland valley 2 1
innovation a 3 1
innovation and 3 1
innovation in 1 6
innovation it 1 1
innovation may 1 1
innovation what 1 1
innovations and 1 2
innovations in 2 3
insight into 2 1
insights into 2 2
insofar as 5 1
instance and 1 4
instances in 2 1
instead of 19 3
instead to 1 1
institute of 41 18
institutions and 5 1
institutions can 1 1
institutions in 3 1
instrumental in 2 2
instruments and 1 1
instruments of 1 1
insufficient to 5 1
insurance companies 4 1
integration of 5 4
integrity is 11 2
intelligence gathering 1 4
intelligence in 1 1
intended to 10 2
intensity and 1 1
intensive monitoring 1 2
interact with 2 1
interactions of 1 1
interactions with 3 1
interacts with 1 1
interagency collaboration 1 1
interagency coordination 1 2
interest in 37 2
interest of 4 1
interest the 1 1
interested in 5 1
interesting possibility 1 1
interests and 2 1
interests but 1 1
interests in 7 1
interests of 15 1
interim police 1 1
international association 1 4
intersection of 6 1
interventions on 1 1
into a 37 3
into account 12 1
into an 4 1
into at 1 4
into cars 1 2
into custody 1 2
into its 2 3
into police 1 2
into policing 1 1
into practice 1 1
into the 68 15
into this 2 2
intolerant of 1 1
introduced the 2 1
introduced with 1 1
introduction of 4 1
introduction to 2 1
invasion of 8 1
inventions of 3 2
invest in 4 2
invested in 8 2
investigations and 6 1
investing in 3 2
investment in 4 1
investments in 2 1
involved in 27 4
involved with 1 1
involvement and 2 1
involvement in 1 9
involvement of 2 1
involving the 6 1
is a 235 21
is able 1 1
is about 11 1
is all 3 2
is already 7 3
is also 40 1
is altered 1 1
is always 2 1
is an 51 6
is any 1 1
is arguably 13 1
is as 1 1
is available 3 1
is based 17 5
is becoming 3 3
is being 34 3
is best 5 1
is both 1 1
is captured 4 2
is carried 2 1
is characterized 1 2
is concentrated 2 2
is concerned 2 1
is considerable 4 1
is consistent 3 1
is determined 1 1
is difficult 6 5
is done 4 1
is enough 2 2
is especially 4 1
is essential 3 1
is evidence 3 1
is expected 1 1
is fair 1 1
is far 4 2
is fed 4 2
is for 9 3
is going 12 5
is great 1 2
is hardly 1 1
is high 2 1
is hot 2 1
is how 8 2
is impossible 3 1
is in 32 5
is intolerant 1 1
is it 8 1
is its 3 1
is largely 4 3
is less 14 1
is like 3 2
is likely 37 1
is little 7 1
is made 2 4
is making 3 1
is more 30 11
is most 6 1
is mostly 1 1
is much 8 2
is necessarily 1 2
is new 3 1
is no 59 2
is not 174 47
is now 16 2
is of 4 1
is offered 1 1
is often 11 2
is on 12 1
is one 17 3
is organized 1 1
is part 7 3
is police 1 1
is possible 6 3
is potentially 1 1
is primarily 4 1
is reactive 2 1
is really 1 1
is represented 1 1
is seen 3 2
is significantly 1 1
is simply 10 1
is some 5 1
is still 25 1
is striking 1 2
is sufficient 5 1
is sufficiently 2 1
is that 98 21
is the 128 28
is then 2 1
is there 7 2
is thin 1 1
is this 7 1
is thought 3 1
is to 79 5
is transforming 1 1
is unable 2 1
is unclear 2 1
is unsurprising 1 1
is used 12 1
is useful 6 1
is vast 1 1
is very 13 2
is viewed 1 1
is we 1 2
is what 7 4
is whether 9 1
is why 5 1
is widely 3 2
is worth 3 1
isn t 14 4
isolation from 1 6
issue in 3 1
issue is 2 1
issue with 2 1
issued by 1 1
issues and 6 2
issues in 8 1
issues n 6 1
it a 5 3
it and 11 3
it appears 2 3
it as 11 3
it but 1 1
it by 2 2
it can 24 1
it cannot 3 1
it could 18 2
it difficult 4 1
it does 23 3
it doesn 7 3
it for 13 1
it friend 1 4
it from 3 2
it has 55 14
it he 2 2
it if 1 4
it in 10 7
it instead 1 1
it is 232 40
it isn 4 2
it it 6 1
it makes 4 2
it may 28 14
it might 15 1
it more 4 1
it new 1 1
it possible 2 2
it remains 6 1
it requires 3 2
it s 106 46
it seems 8 4
it serves 2 1
it should 12 1
it sounds 3 1
it suggests 3 1
it takes 6 1
it tends 1 1
it this 2 1
it through 2 1
it to 29 2
it was 63 11
it will 34 19
it with 3 1
it work 2 3
it worked 2 4
it would 21 8
its consequences 1 1
its control 1 1
its crime 3 3
its degree 2 1
its effectiveness 3 1
its impact 4 1
its implementation 1 1
its implications 3 1
its legitimacy 1 1
its members 2 1
its officers 1 1
its patrol 1 2
its proponents 1 1
its scope 1 1
its success 3 3
its use 10 4
itself in 5 2
itself is 4 1
itself to 1 1
iv the 2 2
j administrative 1 1
j and 1 4
j bratton 11 3
j d 8 1
j jr 2 2
j police 4 1
j smith 1 1
j stephen 1 1
j the 1 1
j willis 3 5
james d 1 1
james j 4 8
james q 9 1
jan roehl 1 1
january language 6 5
january saturday 1 2
january the 2 2
jeff brantingham 12 2
jeffrey a 1 2
jeffrey brantingham 9 1
jobs and 2 1
joel rubin 2 1
john e 6 3
john eck 1 1
john f 1 1
john j 1 1
joined the 2 1
jose mercury 6 6
jose police 8 2
journal code 20 4
journal of 22 32
jr and 3 2
jr the 2 2
judge that 2 1
judge the 3 2
judge to 7 1
judged by 2 2
judgments of 2 1
july compared 1 2
july language 5 1
july to 1 2
jurisdiction s 2 1
jurisdictions and 1 1
jurisdictions as 2 2
jurisdictions it 1 1
jurisdictions the 2 1
just a 11 1
just about 2 1
just as 21 2
just because 7 1
just by 1 1
just how 13 2
just length 1 1
just one 3 1
just punishment 1 1
just the 11 1
justice a 11 5
justice an 2 2
justice assistance 1 2
justice crime 4 2
justice for 8 1
justice http 1 4
justice police 2 3
justice policy 6 2
justice quarterly 6 5
justice statistics 14 7
justice that 11 1
justice the 5 3
justice washington 1 1
k brown 1 1
k information 1 1
kansas city 17 2
kelling and 4 7
kelling et 4 2
kelling george 2 4
kevin vogel 1 2
key elements 1 1
key issues 2 1
key question 2 1
key to 15 4
kind of 32 6
kinds of 14 1
kingdom and 2 1
kingdom to 1 2
knew that 2 1
know about 7 2
know and 2 1
know how 3 1
know like 1 2
know that 16 2
know to 4 1
know what 7 1
know where 2 1
know whether 4 1
knowing that 5 1
knowledge about 4 1
knowledge and 7 3
knowledge based 1 1
knowledge is 2 1
knowledge it 1 1
knowledge law 1 1
knowledge of 13 3
knowledge such 1 1
knowledge they 1 1
knowledge to 2 4
known as 23 2
known to 8 2
knows the 2 1
l and 1 2
l paul 1 1
labor contracts 1 1
labor intensive 1 1
lack of 22 4
language english 60 15
lapd has 7 2
laptop computer 1 4
laptops in 1 1
large amounts 2 1
large and 1 1
large australian 1 1
large cities 4 1
large number 5 3
large numbers 4 4
large part 4 3
large police 8 5
large samples 1 1
large scale 5 2
largely excluded 1 1
largely in 2 1
largely on 4 1
largely through 1 1
largely to 1 1
largely unexamined 1 1
larger police 2 3
larger than 3 1
last few 1 2
last month 4 1
last several 1 1
last three 2 2
last two 3 2
last week 10 7
last year 38 7
last years 4 1
late edition 2 1
late nineteenth 2 2
late s 8 4
late twentieth 1 5
later a 1 1
later and 2 1
later it 1 2
later or 1 4
latter part 1 2
laura dugan 1 1
law and 43 15
law by 4 1
law enforcement 253 48
law in 8 1
law journal 7 1
law to 6 1
lawcriminal offensescriminal 1 1
lawrence w 15 2
laws and 1 1
lead the 22 1
leaders and 5 4
leaders are 1 2
leaders or 1 1
leaders to 2 4
leaders who 1 3
leadership and 22 1
leadership in 1 2
leading police 1 1
leads the 1 1
learn from 2 4
learned from 4 1
learning to 1 1
least a 4 1
least as 2 2
least for 2 1
least in 6 2
least one 6 1
least some 3 1
least to 2 1
least two 2 2
least with 2 1
least years 1 1
leave many 1 1
leaves a 1 1
leaving the 4 1
led a 1 1
led by 7 1
led the 4 2
led to 29 5
left hand 1 1
left in 1 1
left to 2 1
legal requirements 1 1
legal standards 1 1
legal topics 16 2
legislators and 1 1
legitimacy and 7 3
legitimacy in 2 1
legitimacy of 8 1
legitimacy the 1 1
legitimacy to 4 1
length words 69 16
less common 1 1
less crime 6 1
less effective 1 2
less efficient 2 2
less likely 9 1
less of 1 1
less police 1 1
less staff 1 2
less than 20 5
less useful 1 1
lessons from 3 1
level of 51 9
level officers 9 4
levels have 2 1
levels in 12 1
levels n 1 1
levels of 44 13
lewis the 1 1
life course 6 3
life in 9 1
light of 9 1
like earthquakes 1 2
like many 4 1
like police 3 1
like the 23 1
like this 3 2
like wal 1 2
likelihood is 2 1
likelihood of 30 1
likelihood that 3 2
likely suspects 3 1
likely that 6 1
likely to 119 9
limitation of 2 1
limitations and 1 1
limitations of 7 1
limited capacity 2 2
limited evidence 1 2
limited in 2 2
limited resources 4 1
limited to 10 1
limiting the 1 1
limits for 1 1
limits the 2 1
line of 9 3
line supervision 1 1
link between 5 1
linking research 1 1
list of 23 3
literature and 2 1
literature on 4 4
little brown 1 3
little direct 1 1
little or 1 3
little reason 1 1
little research 1 1
little to 2 2
little use 1 1
live in 5 1
live video 1 1
lived in 3 1
lives in 2 1
ll be 15 1
ll go 1 2
load date 60 15
loath to 1 1
local agencies 1 6
local and 3 2
local crime 2 1
local elected 1 2
local government 18 4
local governments 45 3
local law 7 10
local length 5 3
local level 3 1
local officials 1 1
local police 6 28
local policing 8 3
local state 4 1
location and 8 5
location flagged 1 1
location of 24 5
locations and 9 5
locations for 5 2
locations of 18 1
london routledge 1 2
long beach 11 8
long been 3 2
long enough 1 3
long held 1 1
long history 2 1
long standing 2 1
long term 15 5
long time 14 5
longer be 2 1
longer periods 2 1
longer time 3 3
longitudinal analysis 3 1
look at 31 4
look for 9 2
looked at 4 2
looked for 1 2
looking at 12 2
looking for 15 5
looking into 1 2
lookout for 13 1
looks a 1 1
looks for 1 1
los angeles 253 32
loss of 8 2
lot more 12 2
lot of 32 6
low income 4 1
low level 30 1
low moderate 1 1
lower crime 2 1
lower levels 2 1
lum cynthia 1 2
lum the 1 1
m a 1 1
m going 1 1
m kennedy 1 1
m not 6 1
ma harvard 3 2
ma mit 1 5
mackenzie john 1 1
made a 10 1
made and 2 2
made it 2 3
made on 3 1
made possible 2 1
made such 1 2
made the 3 2
made to 1 1
made using 4 1
magnitude of 1 1
maintain their 1 1
maintenance and 3 1
maintenance of 3 1
major changes 1 2
major cities 1 1
majority of 32 2
make a 31 1
make any 2 1
make arrests 8 1
make it 16 4
make predictions 5 1
make such 4 1
make us 1 1
makers and 2 2
makes it 6 3
makes me 2 1
making and 9 1
making is 4 3
making it 3 1
making sense 2 3
making substantial 1 1
malinowski said 5 4
man and 2 1
manage and 2 1
manage to 2 1
management a 11 1
management and 5 4
management edited 1 1
management of 10 1
managers and 3 1
managing the 1 1
manipulate the 1 1
manning peter 1 1
many agencies 1 1
many are 4 2
many as 2 2
many cases 11 1
many cities 8 3
many decades 1 3
many have 1 1
many innovations 1 1
many more 2 1
many of 26 9
many other 18 6
many police 21 4
many specialized 1 1
many technologies 1 1
many thousands 1 1
many years 5 3
map of 7 1
map that 4 1
map the 2 1
mapping in 1 1
mapping the 6 4
mapping to 3 1
maps and 4 2
maps of 2 5
maps that 3 1
mark h 1 2
market for 2 1
martha r 2 1
martin short 1 2
mary ann 1 1
mason university 3 2
massive data 1 1
mastrofski and 2 20
match the 7 1
matches the 1 1
matching the 2 1
materials see 8 1
math professor 2 4
mathematical models 1 1
matt mckinney 1 2
matter of 14 2
matters as 4 2
matters for 2 1
matters of 1 1
matthew j 4 3
maurice punch 1 4
maximize their 1 1
may actually 6 2
may affect 2 1
may also 13 2
may and 1 1
may be 160 35
may do 1 1
may encourage 2 2
may establish 1 1
may have 48 8
may in 5 1
may increase 2 1
may involve 2 1
may later 1 1
may no 2 1
may not 37 4
may produce 1 1
may reflect 1 1
may require 6 1
may serve 4 1
may simply 3 1
may still 4 1
may take 5 3
may vary 1 1
may well 9 4
may work 3 1
mayor s 2 1
mcclatchy tribune 12 8
mccue predictive 2 2
mcgraw hill 3 2
mct information 10 2
me think 2 1
mean that 10 2
meaning of 8 1
means of 11 2
means that 9 3
means the 2 1
means to 9 2
measure of 19 1
measure the 1 3
measure to 2 1
measurement of 3 1
measurement reliability 2 1
measures and 3 3
measures of 6 3
measures that 1 1
measures to 2 2
measuring police 1 1
measuring success 1 1
mechanism by 1 1
mechanism for 5 1
medianews group 15 1
medium and 1 1
meeting of 3 2
meeting the 1 3
meetings and 1 1
meetings of 2 1
meetings were 1 1
members and 3 1
members of 27 7
men to 2 1
mental health 100 1
mercury news 6 9
mercurynews com 2 2
merger of 1 1
merit in 1 1
met with 4 6
meta analysis 5 1
meta p 1 1
method is 7 2
method that 4 1
methods and 4 2
methods for 5 2
methods have 2 1
methods of 8 6
methods to 6 2
metropolitan police 4 1
michael d 1 1
michael tonry 17 11
mid century 1 1
middle class 1 1
middle managers 1 1
midst of 1 1
might argue 2 2
might be 45 11
might better 1 1
might do 1 1
might expect 1 3
might help 3 2
might include 1 1
might not 8 4
might say 1 1
might threaten 1 1
might well 3 1
might work 2 1
miles and 2 1
million people 8 2
minds of 2 1
mining software 1 1
minneapolis police 4 3
minor quality 2 1
minorities and 1 2
minority and 1 1
misconduct the 1 1
mit press 1 5
mix of 2 2
mo police 1 1
mobilize the 1 2
model and 7 1
model but 5 1
model for 11 1
model gives 1 1
model has 6 1
model is 34 4
model of 31 3
model see 2 1
model that 14 1
model this 2 1
model to 11 8
model which 3 1
model would 5 2
models for 4 3
models of 13 2
modern policing 5 7
modern society 3 1
modes of 3 1
mohler a 2 8
mohler and 3 10
mohler has 1 4
mohler s 3 14
mohler said 2 16
mohler the 2 4
monica ca 1 1
monitor and 2 1
monitor the 2 1
monitored and 1 1
monitoring and 13 1
monitoring of 16 1
monitoring system 3 1
monitoring the 4 2
months after 4 1
months and 5 5
months of 7 5
months the 1 2
more about 5 2
more administrative 2 1
more advanced 1 2
more and 3 2
more calls 2 2
more challenging 1 2
more closely 2 2
more common 2 1
more complex 6 1
more crime 3 4
more critical 1 1
more easily 2 1
more effective 11 5
more efficient 5 9
more efficiently 4 4
more focused 1 1
more for 2 1
more frequent 2 2
more fully 1 1
more important 6 6
more information 5 3
more intensive 1 1
more like 3 1
more likely 28 2
more of 11 3
more officers 8 5
more on 7 5
more or 1 6
more people 3 4
more police 7 1
more random 1 1
more recent 3 2
more resources 3 1
more robust 1 1
more sophisticated 7 2
more subtle 2 1
more sworn 2 3
more than 133 9
more time 7 6
more timely 1 1
more to 6 1
more visible 2 1
more willing 2 1
more with 7 2
morris chicago 3 1
morris vol 4 5
most americans 7 1
most at 1 1
most common 11 2
most commonly 1 1
most crime 1 1
most difficult 3 1
most effective 4 2
most efficient 2 1
most important 17 1
most in 1 1
most large 1 1
most local 3 2
most obvious 1 1
most of 32 12
most part 3 2
most police 6 3
most popular 3 2
most promising 1 2
most recently 1 1
most serious 2 1
most significant 1 1
most successful 2 1
most visible 1 2
motion a 1 1
motor vehicle 1 3
move beyond 1 1
move into 1 1
move to 4 2
move toward 1 1
movement in 2 2
movement of 4 1
movement that 1 1
movements and 1 1
movements of 2 1
moving from 2 1
much about 2 1
much and 1 1
much as 14 1
much controversy 1 1
much greater 5 3
much higher 3 3
much information 2 1
much larger 3 1
much less 2 3
much lower 3 2
much more 13 6
much of 17 12
much police 1 2
much the 20 2
much time 4 2
much to 4 1
multiple jurisdictions 1 1
municipal and 1 1
murphy and 1 1
must be 60 4
must we 1 1
myth and 2 1
n a 58 4
n although 30 2
n and 73 4
n between 2 1
n but 21 2
n by 13 1
n despite 3 1
n evidence 3 1
n here 1 1
n if 22 1
n interestingly 2 1
n on 15 1
n one 11 1
n police 12 1
n robert 3 1
n second 9 1
n some 27 2
n the 328 2
n there 15 2
n they 8 1
n two 7 1
named as 1 2
nation s 2 13
nation to 3 10
national academies 2 1
national academy 2 2
national government 1 2
national guard 1 1
national institute 19 18
national level 2 2
national police 4 5
national policy 1 1
national research 2 5
national study 1 1
national survey 2 4
national surveys 1 2
natural and 1 1
nature and 5 5
nature of 25 13
ncjrs gov 8 3
near campus 1 2
nearly all 4 1
nearly million 12 1
necessarily a 2 2
necessarily the 1 1
necessary to 15 1
need for 18 3
need to 72 5
needed to 26 3
needs and 4 1
needs in 2 1
needs of 10 4
negotiate the 1 1
neighborhood in 3 4
neighborhood is 1 1
neighborhood residents 4 1
neighborhood so 1 4
neighborhoods but 1 1
neighbors and 1 1
network of 15 2
networking sites 3 1
new and 5 2
new approaches 1 1
new crimes 5 2
new data 2 2
new england 4 1
new focus 1 2
new haven 3 1
new ideas 3 1
new information 9 2
new it 1 5
new methods 1 2
new paradigm 3 1
new perspectives 1 1
new police 2 2
new program 3 1
new sheriff 22 1
new statistical 1 4
new system 2 5
new technologies 35 6
new ways 2 1
new york 170 55
new zealand 6 1
newark foot 2 1
news all 3 3
news california 13 3
news length 27 5
news local 13 4
news pg 7 3
news reports 3 4
news u 1 1
newspaper copyright 40 11
newspaper journal 20 4
newspapers all 4 2
next crime 9 2
next decade 3 1
next few 2 1
next it 1 1
next level 1 3
next the 1 1
nij grants 2 1
nij pdf 5 1
nineteenth and 1 1
nineteenth century 2 3
ninth century 1 1
nj princeton 1 1
no change 1 3
no direct 1 1
no effect 5 1
no evidence 12 1
no help 1 1
no less 4 2
no longer 25 1
no means 4 1
no one 14 5
no other 1 1
no place 2 1
no police 4 1
no qc 3 4
no two 1 1
no visible 1 1
no way 8 1
noncompliance with 2 1
nonetheless a 2 1
nor is 4 2
nor the 2 1
north carolina 3 1
norval morris 9 7
not a 24 3
not allow 3 1
not always 16 1
not an 10 1
not appear 2 3
not as 6 1
not be 45 8
not been 19 10
not changed 1 1
not clear 2 2
not come 2 1
not enough 6 1
not exactly 2 3
not for 3 1
not getting 1 1
not have 18 1
not just 28 1
not match 1 1
not mean 4 2
not measured 1 2
not merely 4 1
not much 1 2
not necessarily 18 6
not now 1 1
not on 2 3
not only 49 8
not otherwise 5 1
not particularly 2 1
not represent 1 1
not require 6 1
not see 4 2
not seem 2 1
not show 2 1
not so 11 2
not sufficient 2 1
not surprising 2 2
not that 7 2
not the 35 5
not to 40 15
not too 5 1
not unique 3 1
not unusual 2 2
not want 13 1
not without 5 1
not yet 7 6
note that 7 4
note the 10 1
noted by 1 2
noted that 8 4
noted the 4 1
noting that 50 1
notion of 4 3
notion that 5 3
notions of 3 2
november http 1 1
now a 5 1
now be 1 1
now the 4 2
now use 1 6
now works 3 1
number crunchers 1 1
number of 124 35
numbers of 13 8
numbers with 2 4
numerous local 1 1
nytimes com 35 1
o w 1 1
object of 1 1
objective of 1 1
objectives such 1 1
observation in 1 1
observation of 9 4
observation that 2 2
observations but 1 1
observations of 3 1
observed a 1 1
observed that 3 1
observing officers 1 1
obvious and 4 1
occur and 7 5
occur are 1 2
occur at 4 1
occur in 15 3
occur police 2 1
occur so 2 1
occurred in 10 1
occurrence of 2 1
occurring in 5 1
of a 434 45
of action 7 2
of actual 2 1
of adding 1 1
of affairs 2 1
of agencies 3 9
of all 32 2
of america 8 8
of american 4 26
of americans 6 2
of an 73 13
of analysis 8 1
of and 9 1
of anecdote 1 1
of any 21 3
of applied 3 1
of approximately 4 2
of assistance 1 1
of at 7 1
of authoritarian 1 1
of authority 1 1
of available 2 1
of behavior 3 1
of beliefs 1 1
of both 4 1
of broken 2 1
of burglaries 3 3
of california 24 2
of calls 1 1
of cash 2 1
of centralized 2 1
of change 1 8
of characteristics 1 1
of chicago 13 10
of chiefs 2 5
of civil 3 1
of command 3 2
of common 4 1
of communities 2 1
of community 29 29
of compstat 4 1
of computer 3 2
of computerized 4 1
of computers 1 1
of concerns 2 2
of constitutional 3 1
of contemporary 2 4
of control 7 3
of cost 3 1
of course 22 8
of court 14 2
of crime 181 33
of crimes 43 5
of criminal 122 11
of criminology 18 5
of cultural 1 2
of customers 3 2
of cutting 1 1
of danger 1 1
of data 67 9
of deadly 1 2
of dealing 2 1
of death 2 1
of decision 5 1
of delivering 1 1
of democratic 3 3
of demographic 1 1
of detailed 3 1
of developing 3 1
of different 8 2
of dna 19 1
of documents 71 16
of doing 1 3
of dollars 3 1
of each 13 4
of effects 1 3
of effort 1 1
of efforts 1 1
of either 1 1
of empirical 4 1
of encounters 1 1
of enforcement 1 2
of environmental 3 1
of evaluations 1 1
of even 1 1
of events 1 1
of evidence 82 4
of excessive 2 1
of extensive 1 1
of factors 5 1
of features 1 2
of female 3 1
of five 1 2
of food 2 1
of force 8 3
of four 14 1
of future 24 1
of getting 3 1
of good 3 1
of governance 1 4
of government 19 5
of habit 4 1
of heightened 10 1
of hierarchical 2 1
of high 10 1
of highly 4 1
of his 41 3
of historical 1 1
of home 2 4
of hot 7 2
of how 25 9
of human 11 2
of identifying 4 1
of implementation 1 2
of implementing 1 1
of important 1 1
of increased 6 1
of increasing 3 2
of independent 2 1
of individual 13 5
of information 50 20
of innovation 2 1
of internal 1 3
of investigation 2 1
of issues 2 2
of it 11 7
of its 54 10
of jan 1 1
of jurisdictions 2 1
of just 6 1
of justice 103 36
of knowledge 17 1
of labor 2 3
of large 4 7
of law 63 16
of legal 11 1
of legitimacy 6 2
of lesser 1 1
of life 22 2
of limited 4 1
of little 5 1
of live 1 1
of local 12 19
of locks 1 1
of london 2 1
of making 6 1
of management 2 3
of many 12 3
