of 1 of 1
move into 1 1
move to 9 2
move toward 4 1
movement among 1 1
movement are 1 1
movement in 4 2
movement of 2 1
movement that 2 1
movement the 2 1
movement to 4 2
movement toward 2 2
movements and 8 1
movements of 3 1
moving it 1 1
much a 1 1
much about 8 1
much and 3 1
much as 18 1
much attention 2 1
much broader 5 1
much evidence 2 1
much greater 5 3
much higher 3 3
much information 6 1
much is 1 2
much it 1 2
much larger 4 1
much less 16 3
much longer 2 1
much lower 2 2
much more 57 6
much of 59 12
much police 1 2
much the 6 2
much they 1 1
much to 11 1
municipal agencies 4 2
municipal and 1 1
municipal county 1 1
municipal police 2 3
municipalities and 5 1
must be 125 4
must first 4 1
must learn 1 1
mutual support 1 1
myth and 1 1
n a 134 4
n although 59 2
n and 266 4
n between 5 1
n but 130 2
n by 35 1
n despite 20 1
n evidence 5 1
n greater 1 1
n having 2 1
n here 4 1
n if 55 1
n interestingly 1 1
n l 4 1
n on 51 1
n one 52 1
n paoline 3 1
n police 61 1
n robert 15 1
n second 27 1
n some 47 2
n the 897 2
n there 50 2
n they 38 1
n two 8 1
name stephen 1 1
namely a 1 1
narrowing the 4 1
nation s 25 13
nation to 2 10
national academy 6 2
national desk 1 1
national guard 3 1
national institute 5 18
national leaders 3 1
national level 2 2
national movement 1 6
national police 2 5
national study 4 1
national survey 1 4
nationally representative 3 1
nationwide system 1 1
nature and 10 5
nature of 95 13
ncjrs gov 15 3
nd ed 1 1
nearly all 7 1
nearly million 1 1
nearly two 5 1
necessarily a 2 2
necessarily the 2 1
necessary evil 2 1
necessary to 55 1
need and 2 1
need for 55 3
need to 188 5
needed to 31 3
needs and 6 1
needs in 3 1
needs of 10 4
negative effect 3 1
negotiate the 1 1
neighborhood and 16 1
neighborhood but 2 1
neighborhood in 7 4
neighborhood is 7 1
neighborhood organization 1 1
neighborhood so 2 4
neighborhoods are 9 1
neighborhoods by 1 1
neighborhoods they 3 1
neighborhoods those 1 1
neighboring counties 4 1
neighbors and 1 1
neither the 9 1
network of 21 2
networking sites 1 1
networks and 8 1
networks in 1 1
never really 5 2
new and 17 2
new approaches 4 1
new blue 1 1
new computer 5 1
new data 24 2
new demographics 2 1
new developments 4 1
new era 7 2
new focus 3 2
new haven 6 1
new ideas 3 1
new information 9 2
new inventions 2 2
new it 3 5
new methods 2 2
new ones 1 2
new paradigm 2 1
new perspectives 1 1
new police 20 2
new program 1 1
new responsibilities 2 1
new scientist 1 1
new south 1 1
new statistical 1 4
new system 6 5
new technologies 10 6
new ways 9 1
new york 503 55
new zealand 4 1
newark foot 1 1
news all 1 3
news california 3 3
news january 1 2
news length 11 5
news local 22 4
news pg 1 3
news reports 3 4
news with 1 2
newspaper copyright 33 11
newspaper journal 13 4
newspapers all 1 2
next crime 1 2
next few 3 1
next level 2 3
next step 5 1
next week 1 5
nightingale in 1 1
nij grants 5 1
nij pdf 6 1
nineteenth and 1 1
nineteenth century 10 3
nixon and 1 2
no change 1 3
no coincidence 2 1
no direct 1 1
no effect 3 1
no evidence 8 1
no help 1 1
no less 6 2
no longer 40 1
no means 6 1
no one 19 5
no other 8 1
no place 5 1
no police 3 1
no significant 4 1
no way 12 1
no worse 1 2
noncompliance with 3 1
nonlethal force 5 1
nor is 5 2
nor the 6 1
north america 1 1
north and 1 1
north carolina 26 1
northeastern university 1 1
not a 88 3
not allow 9 1
not always 18 1
not an 8 1
not appear 9 3
not as 24 1
not at 7 2
not available 6 3
not be 162 8
not been 27 10
not changed 1 1
not clear 10 2
not come 10 1
not conduct 1 1
not convinced 2 1
not demonstrated 1 1
not done 2 1
not enough 5 1
not exactly 1 3
not for 4 1
not fully 9 1
not getting 1 1
not give 1 1
not go 1 1
not have 67 1
not infrequently 1 2
not just 79 1
not match 1 1
not mean 17 2
not merely 16 1
not much 4 2
not necessarily 37 6
not need 7 1
not obvious 4 1
not on 7 3
not only 158 8
not otherwise 4 1
not out 2 2
not particularly 2 1
not police 1 1
not random 1 4
not readily 5 1
not require 24 1
not see 9 2
not seeing 1 1
not seem 8 1
not self 1 1
not show 1 1
not so 14 2
not sufficient 4 1
not surprising 6 2
not synonymous 1 1
not that 9 2
not the 62 5
not to 85 15
not too 5 1
not unique 3 1
not unusual 3 2
not want 6 1
not well 9 3
not without 5 1
not yet 27 6
not your 2 1
note that 22 4
note the 22 1
noted by 2 2
noted have 2 2
noted in 5 3
noted that 37 4
noted the 6 1
noting that 121 1
notion of 13 3
notion that 12 3
notions of 5 2
november language 1 2
now a 7 1
now about 1 1
now appear 1 1
now be 4 1
now face 1 1
now if 2 2
now is 7 2
now standard 1 3
now the 9 2
now turn 2 1
now use 5 6
now works 1 1
number crunching 1 2
number of 233 35
numbers of 17 8
numbers with 3 4
numerous and 1 1
nytimes com 122 1
o w 1 1
object of 4 1
objective of 1 1
objectives such 1 1
observation of 6 4
observation that 3 2
observations but 2 1
observations of 5 1
observe all 1 1
observed a 2 1
observed that 6 1
observers note 1 1
obvious and 1 1
obvious first 1 1
obvious how 1 1
occasion to 2 1
occasion when 1 1
occupational and 1 3
occupational culture 5 6
occur and 4 5
occur at 7 1
occur in 13 3
occur next 2 1
occurred in 22 1
occurred it 4 1
occurred the 2 1
occurrence of 1 1
occurring in 6 1
october two 1 1
of a 751 45
of acceptable 1 2
of achieving 4 1
of action 16 2
of actual 5 1
of administrative 17 2
of adopting 8 2
of agencies 8 9
of all 101 2
of america 8 8
of american 48 26
of americans 3 2
of an 172 13
of analysis 18 1
of and 21 1
of any 71 3
of appellate 1 2
of approximately 3 2
of assistance 1 1
of at 2 1
of authoritarian 1 1
of authority 18 1
of autonomy 6 1
of available 6 1
of bad 8 1
of beat 1 2
of behavior 12 1
of beliefs 2 1
of both 18 1
of broken 33 1
of bureaucracy 3 3
of bureaucratic 2 1
of burglaries 1 3
of by 2 2
of california 36 2
of calls 4 1
of candidates 1 1
of career 1 1
of cash 2 1
of causality 1 1
of change 15 8
of changes 2 4
of characteristics 1 1
of chicago 34 10
of chiefs 7 5
of citizen 5 2
of civil 22 1
of college 1 1
of command 10 2
of common 1 1
of communities 8 1
of community 103 29
of comparative 1 1
of compstat 13 1
of computer 12 2
of computerized 3 1
of computers 7 1
of concerns 8 2
of consequences 2 1
of constitutional 25 1
of contacts 2 1
of contemporary 7 4
of control 35 3
of cops 1 2
of corruption 4 2
of cost 3 1
of counterterrorism 1 2
of course 119 8
of court 7 2
of crime 174 33
of crimes 23 5
of criminal 162 11
of criminology 10 5
of cultural 6 2
of culture 2 5
of customers 1 2
of danger 5 1
of data 201 9
of deadly 10 2
of dealing 1 1
of death 2 1
of decades 1 3
of decision 14 1
of delivering 2 1
of democracy 10 1
of democratic 5 3
of departments 6 14
of detailed 2 1
of developing 5 1
of different 22 2
of discipline 10 1
of diversity 2 1
of dna 15 1
of documents 83 16
of doing 2 3
of dollars 8 1
of dramatic 1 1
of drinking 1 1
of each 16 4
of effects 2 3
of efforts 4 1
of eight 4 1
of either 4 1
of emphasis 2 1
of empirical 9 1
of encounters 2 1
of enforcement 1 2
of environmental 1 1
of even 9 1
of events 5 1
of evidence 19 4
of excessive 19 1
of expertise 4 1
of extensive 5 1
of external 1 1
of factors 19 1
of features 5 2
of feedback 1 1
of five 3 2
of food 2 1
of force 125 3
of four 17 1
of full 2 1
of funding 1 1
of future 20 1
of getting 4 1
of good 17 1
of governance 3 4
of governing 2 2
of government 49 5
of governments 2 1
of grassroots 1 3
of greater 1 1
of habit 3 1
of heightened 6 1
of hierarchical 1 1
of high 26 1
of highly 10 1
of his 57 3
of historical 15 1
of hot 7 2
of how 65 9
of human 40 2
of identifying 11 1
of illinois 3 1
of implementation 4 2
of implementing 1 1
of important 5 1
of increased 9 1
of increasing 3 2
of independent 3 1
of individual 32 5
of industry 1 3
of information 162 20
of innovation 3 1
of institutions 4 1
of integration 1 2
of intergovernmental 1 1
of internal 2 3
of interpersonal 1 1
of investigation 62 1
of involvement 4 1
of issues 5 2
of it 39 7
of its 123 10
of joint 1 1
of jurisdictions 1 1
of just 15 1
of justice 173 36
of knowledge 12 1
of labor 18 3
of large 10 7
of larger 2 2
of law 182 16
of leadership 2 1
of leading 1 1
of legal 71 1
of legitimacy 31 2
of less 3 1
of lethal 4 1
of life 41 2
of limited 3 1
of litigation 4 1
of little 2 1
of live 1 1
of local 29 19
of london 4 1
of making 12 1
of management 15 3
of many 19 3
of mass 46 1
of math 6 1
of mathematical 1 1
of measuring 2 1
of meeting 2 2
of members 15 1
of mental 3 1
of michigan 4 2
of mid 1 1
of minneapolis 2 1
of minnesota 3 1
of minority 25 4
of misbehavior 4 1
of misconduct 33 2
of mohler 1 2
of months 4 1
of moral 1 1
of more 28 3
of most 6 3
of motor 2 1
of municipal 5 2
of municipalities 1 1
of national 23 2
of necessary 1 1
of neighborhoods 5 1
of new 120 12
of nonlethal 1 1
of not 10 1
of observation 2 1
of occupational 1 2
of offense 5 1
of officer 21 2
of officers 51 12
of ohio 6 2
of one 32 3
of only 4 1
of operation 4 1
of operational 1 1
of or 15 1
of organization 2 2
of organizational 8 8
of organizations 1 3
of organizing 1 1
of other 46 8
of others 10 3
of our 69 1
of over 7 1
of paper 3 1
of past 22 2
of patrol 4 5
of peace 2 1
of people 67 2
of percent 14 1
of performance 7 2
of personal 24 1
of personnel 4 2
of persons 15 1
of police 460 151
of policing 147 38
of policy 17 4
of political 16 11
of possible 7 2
of power 22 2
of predictive 107 10
of preventive 4 1
of previously 3 1
of privacy 76 1
of private 20 3
of problem 5 2
of problems 3 1
of professional 6 6
of professionalism 3 7
of program 2 1
of programs 1 1
of progressive 1 1
of property 3 2
of public 76 4
of punishment 6 1
of quantitative 2 1
of questionable 3 1
of questions 5 3
of race 65 1
of racial 108 2
of racism 7 1
of rational 2 2
of readily 1 1
of recent 15 1
of reform 23 2
of relationships 2 1
of reported 3 4
of reporting 2 1
of representative 2 1
of research 14 20
of researchers 2 2
of residential 5 1
of resources 8 2
of rival 1 1
of sales 1 1
of santa 4 1
of scale 4 2
of science 9 2
of sciences 1 2
of scientific 4 6
of security 5 1
of sensitive 2 1
of september 6 1
of service 4 3
of services 10 1
of several 8 2
of shootings 4 2
of silence 5 5
of similar 7 1
of sir 1 1
of small 6 5
of smaller 1 1
of so 4 1
of social 92 2
of society 25 2
of some 32 3
of spatial 1 1
of special 11 1
of spending 1 1
of state 62 5
of strategies 2 1
of street 21 1
of strong 4 1
of structural 9 5
of studies 7 7
of study 2 1
of such 62 8
of surveillance 40 2
of suspects 10 1
of suspicious 16 1
of system 3 3
of systematic 2 1
of systems 3 1
of technical 4 1
of techniques 2 1
of technological 7 1
of technologies 6 3
of technology 33 1
of terrorism 17 13
of terrorist 8 3
of testing 1 1
of that 81 5
of the 3268 297
of their 198 19
of them 59 3
of these 268 18
of things 13 1
of thinking 4 1
of this 225 17
of those 111 6
of thousands 18 1
of three 14 2
of time 47 5
of top 2 2
of traditional 12 2
of training 8 1
of transparency 22 1
of transportation 7 1
of true 1 1
of two 22 3
of units 3 1
of us 21 5
of use 8 2
of useful 3 1
of using 31 1
of values 1 1
of various 12 1
of ways 7 1
of what 63 7
of where 9 3
of whether 24 1
of which 61 5
of whites 3 1
of who 6 1
of widespread 5 1
of willie 1 1
of within 1 1
of workers 2 1
of year 2 1
off and 3 1
off as 1 1
off duty 6 1
off in 3 1
off of 6 1
off the 24 5
offense and 5 1
offense to 5 1
offenses and 10 2
offenses the 3 2
offer a 12 3
offer the 2 1
offered by 7 3
offers a 10 1
offers an 5 2
office in 7 2
office of 84 2
officer a 2 1
officer and 15 1
officer behavior 4 2
officer decision 1 1
officer has 12 1
officer is 17 4
officer may 12 1
officer s 70 7
officer should 2 1
officer to 19 1
officer will 1 1
officers and 94 3
officers are 46 9
officers arrived 1 1
officers at 6 2
officers between 1 1
officers by 4 1
officers can 18 1
officers conducting 1 1
officers criminal 1 1
officers for 7 1
officers found 7 2
officers from 27 3
officers had 1 2
officers have 21 3
officers in 66 10
officers is 4 1
officers know 1 1
officers like 1 1
officers make 1 1
officers more 4 1
officers of 5 3
officers on 25 2
officers police 1 1
officers procedural 1 1
officers routinely 3 1
officers share 1 1
officers should 6 1
officers tended 1 1
officers that 8 1
officers the 8 6
officers they 1 2
officers this 2 1
officers to 91 11
officers use 17 1
officers used 2 1
officers were 29 1
officers who 62 7
officers will 9 5
officers within 7 1
officials have 11 1
officials in 7 3
officials such 1 1
officials that 2 1
officials the 5 1
officials with 1 1
offs between 1 1
often be 4 1
often called 2 1
often have 5 1
often less 1 1
often more 5 1
often provided 1 1
often rely 1 1
often the 13 1
often use 1 4
old and 2 1
old fashioned 10 4
old time 1 1
oliver the 3 1
on a 228 13
on actual 1 1
on algorithms 6 1
on all 10 1
on an 46 2
on any 9 1
on as 3 1
on average 8 1
on being 1 1
on by 6 2
on certain 6 3
on changing 3 1
on community 12 2
on crime 135 7
on criminal 13 2
on data 26 1
on each 2 1
on experience 3 1
on federal 4 1
on future 5 1
on greater 1 1
on his 26 5
on historical 7 1
on hot 1 1
on how 32 4
on humans 1 2
on hunches 1 2
on identifying 2 2
on improving 2 1
on in 13 3
on information 6 2
on it 9 1
on its 31 1
on july 11 1
on larger 2 1
on law 26 1
on less 4 1
on local 7 2
on mail 1 1
on matters 2 1
on methods 1 1
on models 1 2
on more 10 1
on national 6 1
on neighborhood 1 2
on new 7 1
on officer 4 1
on one 11 1
on organizational 1 3
on other 13 2
on our 7 1
on outcomes 2 1
on outside 2 1
on past 5 3
on patrol 12 7
on percent 1 1
on police 57 25
on policing 11 1
on property 2 6
on public 9 1
on race 28 1
on random 1 1
on records 1 1
on science 2 1
on service 1 2
on site 2 5
on social 14 1
on specific 7 2
on such 7 1
on suspects 8 1
on terror 8 1
on terrorism 6 2
on the 1070 60
on their 64 2
on them 11 1
on these 29 6
on this 45 1
on those 23 1
on three 3 1
on to 19 2
on top 7 1
on training 2 1
on transforming 1 1
on u 2 1
on use 4 1
on what 24 3
on whatever 1 1
on where 3 1
on whether 14 1
on which 24 2
on your 7 1
once a 11 1
once the 19 1
once they 3 1
one can 14 4
one could 12 1
one direction 1 1
one future 1 1
one group 2 1
one important 2 1
one in 30 3
one indicator 1 1
one is 9 3
one might 10 8
one more 3 1
one must 3 2
one of 224 18
one or 9 2
one purpose 1 1
one reason 6 2
one researcher 2 1
one s 19 2
one set 1 1
one should 2 1
one size 5 1
one standard 2 1
one study 20 4
one that 26 8
one views 1 1
one was 1 5
ones and 2 1
ones are 2 1
ones because 1 1
ones that 6 2
ones who 2 2
only a 37 4
only after 5 2
only as 12 1
only by 12 1
only do 3 1
only if 10 1
only in 14 1
only on 10 2
only partially 1 1
only percent 1 5
only police 1 5
only that 3 1
only the 23 2
only those 4 1
only to 35 1
only two 3 1
only when 17 2
only whether 1 1
onto the 1 1
open to 14 1
opening of 1 1
operate independently 2 1
operate largely 2 1
operates in 1 1
operation and 1 1
operation of 11 1
operations by 1 1
operations of 1 2
operations so 3 1
operations that 3 1
opportunities for 23 3
opportunities to 14 3
opportunity and 3 4
opportunity for 10 2
opposed to 34 4
optimistic about 3 1
or a 62 4
or able 1 1
or accessible 2 1
or agencies 1 2
or any 18 1
or are 8 1
or as 10 1
or at 33 4
or being 1 1
or break 2 4
or by 21 1
or car 1 4
or county 1 2
or dangerous 4 1
or eliminated 1 1
or ethnic 10 1
or ethnicity 5 1
or even 73 4
or experience 1 2
or failing 1 1
or follow 1 2
or from 4 1
or have 7 3
or her 20 2
or in 28 3
or information 3 1
or is 23 2
or it 8 2
or large 1 1
or less 17 7
or locations 1 1
or long 1 1
or may 7 2
or more 35 10
or no 11 4
or on 6 1
or people 5 1
or policy 6 1
or political 3 1
or potentially 1 1
or practice 57 1
or quality 4 1
or sexual 4 1
or she 10 1
or six 2 4
or state 3 1
or substantially 1 1
or support 2 1
or that 15 1
or the 89 1
or their 9 1
or threat 2 1
or three 2 1
or to 46 2
or two 1 1
or what 6 2
or whether 11 4
order and 22 1
order in 10 1
order maintenance 30 1
order of 10 1
orders can 1 1
ordinary crime 8 1
organization and 7 6
organization are 1 2
organization as 1 1
organization continuity 3 2
organization in 6 3
organization is 1 4
organization of 12 3
organization s 9 15
organization that 4 1
organization this 1 1
organization to 3 3
organization will 1 1
organizational analysis 2 1
organizational and 2 1
organizational change 12 4
organizational changes 3 1
organizational culture 4 3
organizational innovations 1 2
organizational performance 1 1
organizational reform 6 1
organizational structure 3 4
organizational structures 2 6
organizational theory 2 1
organizations a 1 3
organizations and 6 5
organizations are 5 2
organizations as 2 2
organizations can 2 1
organizations has 1 1
organizations have 4 2
organizations in 3 9
organizations is 1 4
organizations it 1 1
organizations of 1 1
organizations or 1 2
organizations police 1 1
organizations policing 2 1
organizations such 3 2
organizations tend 1 1
organizations that 5 3
organizations the 1 3
organizations to 8 9
organizations were 1 3
organizations will 1 1
organized as 1 1
orientation of 1 1
orientation the 1 1
orientations toward 1 1
oriented approach 2 1
oriented community 2 2
oriented policing 33 31
originally published 1 2
orthodoxy in 1 1
other agencies 3 2
other and 5 1
other aspects 4 1
other cities 24 1
other countries 1 2
other crime 3 2
other crimes 9 1
other departments 5 2
other entities 2 1
other features 1 3
other fields 2 1
other forms 8 1
other government 10 1
other groups 12 1
other industries 2 1
other institutions 2 1
other local 5 1
other materials 1 2
other municipal 1 1
other officers 7 1
other online 1 1
other organizations 1 6
other police 7 3
other policy 7 1
other problems 4 1
other public 12 1
other purposes 1 1
other s 3 1
other similar 1 2
other similarly 2 1
other sources 7 1
other strategies 1 1
other structural 1 1
other than 31 2
other traditional 1 1
other types 9 2
others and 3 2
others are 7 1
others being 1 2
others had 2 1
others have 17 2
others he 1 1
others in 6 2
others such 4 2
others to 8 1
our community 7 2
our discussion 2 2
our efforts 2 1
our expectations 1 1
our knowledge 1 2
our predictive 1 2
our way 1 1
out and 8 2
out for 15 1
out in 25 3
out it 2 2
out of 114 4
out on 7 2
out that 28 2
out to 28 1
out what 3 1
outcome of 12 1
outcomes are 3 1
outcomes however 1 1
outcomes in 9 1
outcomes that 8 1
outgrowth of 3 2
outlets and 1 2
outside of 37 2
outside the 35 5
outside their 1 1
outstanding warrants 11 2
over a 24 2
over big 1 1
over long 2 4
over many 1 4
over the 152 11
over their 7 1
over time 30 7
over which 3 1
overall amount 2 1
overall crime 4 1
oversee a 1 1
overseeing the 1 1
oversight from 1 1
overstate the 1 2
overview in 1 1
overview of 15 1
own and 2 1
owns the 3 1
oxford university 3 5
p a 3 7
p and 1 10
p in 4 2
p m 6 4
p n 12 5
p of 1 1
p the 1 7
pace with 3 1
paid off 1 1
paid to 6 1
panel of 1 2
panel on 1 2
panel s 3 1
paper presented 1 2
paradigm in 2 1
parks and 6 3
part because 25 1
part by 11 2
part from 5 1
part in 10 1
part of 210 11
part on 17 1
part the 3 1
part to 9 2
participants in 10 1
participate in 30 2
participation in 27 1
particular problem 1 1
particularly because 1 1
particularly important 2 1
particulars of 1 1
partnering with 14 2
partners in 13 1
partnership in 2 1
partnership with 12 2
partnerships can 1 1
partnerships in 3 1
partnerships with 7 1
parts of 15 4
parts that 1 1
pass through 2 4
past crime 3 4
past crimes 12 3
past police 1 1
path forward 4 1
path of 4 2
path to 8 2
patrick murphy 1 1
patrol and 2 5
patrol car 16 1
patrol cars 7 1
patrol deployment 1 1
patrol division 2 2
patrol experiment 1 2
patrol in 4 4
patrol massive 1 1
patrol model 1 1
patrol officer 6 7
patrol officers 18 10
patrol or 1 1
patrol that 2 2
patrol these 3 1
patrolling a 1 4
pattern is 1 1
pattern of 13 2
pattern or 55 1
patterns and 26 5
patterns in 15 11
patterns of 42 6
patterns on 2 1
patterns that 8 1
patterns will 1 1
paul brodeur 1 1
paul j 2 1
pay at 2 1
pay for 11 1
pdffiles nij 9 1
peel s 2 1
peering into 2 2
people and 23 4
people have 15 4
people in 47 1
people of 39 1
people out 1 1
people s 41 2
people served 2 1
people to 29 2
people walk 1 2
people want 2 1
people who 69 5
people with 16 1
per year 12 1
perceive the 4 1
perceived as 15 1
percent as 1 2
percent between 3 1
percent drop 2 1
percent higher 4 1
percent in 2 5
percent less 1 2
percent more 3 2
percent of 72 13
percent reduction 1 1
percent to 3 1
perception of 19 1
perceptions of 54 2
perceptions that 2 2
perform differently 1 1
perform some 1 2
performance and 7 2
performance first 1 1
performance in 2 4
performance indicators 4 1
performance management 6 1
performance measurement 1 2
performance measures 2 1
performance of 10 1
performance the 3 2
performed by 1 1
performed in 2 1
perhaps because 6 1
perhaps even 10 1
perhaps in 4 1
perhaps more 8 2
perhaps most 10 1
perhaps no 2 1
perhaps not 1 1
perhaps the 32 2
period in 5 1
period of 30 1
period that 1 1
periods of 9 1
permeate the 1 1
persistence of 11 7
person is 34 4
personal experience 6 1
personal relationships 2 1
personnel and 2 3
personnel practices 1 1
personnel to 4 1
persons and 2 1
persons from 1 1
persons of 4 1
perspective of 7 1
perspective on 8 3
perspective the 5 1
pertains to 3 1
peter k 4 1
peter neyroud 1 1
pg a 4 1
pg length 11 2
phase of 8 1
photograph by 1 1
physically threatened 2 1
picture of 21 1
piece together 2 1
place a 6 4
place for 7 1
place on 1 1
place study 1 1
place the 9 1
place to 14 1
place where 3 1
placed on 16 1
places and 5 7
places on 1 1
places that 8 1
places the 4 1
places to 1 1
places where 6 3
plan for 7 1
plan to 19 1
planning to 6 2
plans for 4 1
plans to 20 1
plausible that 1 1
playing out 1 1
plays an 4 1
point out 2 2
point that 8 1
point to 21 2
pointing to 5 2
points are 3 1
poised to 4 5
police a 7 3
police abuse 8 1
police actions 10 1
police activities 3 2
police administration 2 1
police administrators 6 2
police agencies 21 47
police agency 5 11
police and 191 29
police are 69 21
police arrived 2 1
police as 36 9
police associations 2 1
police at 3 1
police attention 12 1
police attitudes 1 2
police authority 8 1
police before 5 1
police began 2 1
police behavior 13 6
police believe 1 1
police bring 1 1
police but 6 2
police by 3 1
police byline 2 1
police can 29 1
police chief 72 8
police chiefs 11 3
police citizen 21 1
police community 26 2
police compliance 1 2
police consolidation 1 1
police corruption 5 1
police could 20 1
police crackdowns 2 2
police crime 2 4
police culture 12 25
police department 309 38
police departments 249 36
police develop 1 1
police discretion 30 5
police do 11 4
police efforts 2 2
police employ 1 3
police employees 1 1
police encounters 7 1
police even 1 1
police executive 4 10
police executives 2 1
police first 2 3
police follow 1 1
police for 17 1
police force 36 2
police forces 68 4
police foundation 6 8
police fraternal 1 1
police from 9 4
police generated 1 1
police governance 9 8
police gun 1 1
police has 10 2
police have 54 2
police identify 6 1
police if 5 1
police in 62 37
police information 1 1
police innovation 2 11
police integrity 2 6
police intelligence 5 1
police interventions 1 2
police is 18 2
police it 1 3
police knowledge 3 2
police leaders 6 26
police leadership 3 3
police legitimacy 43 1
police management 20 2
police may 27 2
police misconduct 32 1
police nationwide 1 1
police new 2 1
police not 4 1
police now 2 5
police occupational 3 2
police officer 173 5
police officers 338 19
police often 7 1
police on 9 4
police operations 2 2
police or 12 1
police organization 7 41
police organizational 2 2
police organizations 7 64
police out 1 1
police patrol 8 8
police performance 2 4
police plan 1 1
police policies 4 2
police policing 3 2
police policy 2 3
police practice 3 17
police practices 27 12
police predict 1 4
police presence 14 3
police professionalism 6 1
police program 11 1
police protection 3 1
police public 2 2
police recently 1 4
police reform 88 7
police reformers 10 1
police regardless 2 1
police relate 1 1
police remain 1 1
police reported 1 1
police resource 3 2
police resources 12 1
police s 8 1
police said 8 7
police say 10 1
police scholars 3 2
police section 1 2
police service 1 11
police services 7 5
police shooting 4 1
police should 5 1
police stations 4 1
police stop 10 1
police strategies 7 9
police strategy 3 1
police streetcorner 1 1
police strength 2 2
police studies 1 1
police tactics 9 1
police technologies 2 2
police technology 4 2
police than 3 2
police that 14 1
police the 21 2
police their 2 1
police themselves 4 6
police then 7 1
police they 6 1
police to 100 17
police training 5 2
police typically 1 1
police use 44 5
police users 1 1
police uses 2 1
police vehicles 1 1
police visibility 1 2
police was 4 1
police were 15 1
police where 1 2
police whether 2 4
police while 5 1
police will 17 5
police with 14 1
police work 28 17
police would 10 1
policies and 47 5
policies can 1 1
policies may 2 1
policies that 26 1
policing a 14 12
policing advocates 1 1
policing an 5 9
policing and 144 37
policing approach 1 1
policing are 7 4
policing as 21 5
policing because 4 1
policing broken 3 1
policing but 11 3
policing by 10 2
policing can 12 4
policing chicago 2 1
policing compstat 1 1
policing context 14 1
policing contingencies 1 1
policing criminology 1 1
policing demonstrates 1 2
policing experiment 2 1
policing for 5 1
policing from 3 1
policing has 28 3
policing have 8 4
policing hot 1 1
policing how 1 1
policing however 1 2
policing i 2 6
policing if 1 1
policing implementation 1 1
policing in 78 36
policing innovations 1 1
policing is 61 16
policing it 7 2
policing its 1 1
policing law 4 3
policing looks 2 1
policing making 4 1
policing may 10 2
policing methods 5 1
policing must 1 1
policing n 80 1
policing new 13 2
policing now 1 1
policing of 11 1
policing on 5 1
policing one 5 2
policing or 12 1
policing police 7 1
policing policing 7 2
policing practices 23 1
policing principles 2 1
policing problem 3 3
policing program 7 8
policing programs 17 1
policing public 1 2
policing rearranging 1 1
policing reform 6 2
policing reforms 1 2
policing relies 4 1
policing remains 3 1
policing s 9 3
policing scholars 4 1
policing services 6 5
policing should 2 1
policing sklansky 1 1
policing some 3 2
policing strategies 21 4
policing strategy 15 1
policing styles 1 2
policing system 9 2
policing systems 6 2
policing technologies 32 4
policing technology 20 1
policing the 63 13
policing these 1 1
policing this 8 2
policing thus 1 1
policing to 18 1
policing two 1 1
policing was 7 2
policing we 1 2
policing what 3 2
policing where 2 1
policing which 6 4
policing will 13 2
policy and 36 9
policy areas 1 1
policy as 3 1
policy implications 7 1
policy makers 26 6
policy making 6 1
policy police 1 1
policy policy 1 1
policy proposals 2 1
policy s 7 1
political activities 4 1
political and 29 8
political considerations 2 1
political machines 3 1
political officials 1 2
political power 9 1
political science 13 2
political system 2 1
political will 3 1
politicians and 1 2
politics and 7 2
politics crime 2 1
politics of 20 2
pool of 8 1
poor who 1 1
popular and 2 1
popular in 1 1
popular reforms 1 1
popularity in 1 1
population growth 1 1
population of 10 1
populations that 1 1
portrayals of 1 1
position at 1 1
position of 4 1
position the 2 1
positions and 1 1
positive results 1 1
possess on 1 1
possess the 3 1
possibility is 1 2
possibility of 32 1
possibility that 24 1
possible the 5 2
possible there 1 1
possible to 19 4
possible use 1 2
post as 1 1
post world 6 1
potential changes 2 1
potential for 37 1
potential impact 3 1
potential of 14 1
potential to 44 1
powell a 3 1
power and 23 1
power footnotes 5 1
power in 13 1
power of 44 2
power the 4 1
power to 34 2
powered by 4 1
practical terms 1 1
practice a 4 2
practice and 11 7
practice in 7 2
practice is 12 1
practice materials 20 1
practice of 33 5
practice or 6 1
practice police 8 1
practice taking 1 1
practice the 4 2
practice they 3 1
practice within 1 1
practices across 2 1
practices and 30 3
practices as 3 1
practices for 7 1
practices from 1 3
practices has 1 1
practices have 2 1
practices in 18 3
practices of 13 12
practices or 3 1
practices that 28 1
practices the 7 2
pre and 2 1
pre empt 1 2
preceded this 1 1
precinct s 3 2
precincts and 1 1
precisely because 9 1
predict crime 13 12
predict future 16 2
predict that 2 1
predict the 26 4
predict when 11 2
predict where 7 7
predictability of 1 2
predicted crime 2 1
predicted hot 1 1
predicted that 3 2
predicted the 1 1
predicted to 5 1
predicting crime 11 3
predicting criminal 1 1
predicting future 3 1
predicting it 1 1
predicting the 5 2
predicting where 5 1
prediction could 1 2
prediction models 3 2
prediction of 10 1
prediction profiling 4 1
prediction that 4 1
predictions about 11 1
predictions by 1 1
predictions to 5 4
predictive algorithms 70 1
predictive analysis 1 1
predictive analytics 36 4
predictive policing 435 51
predictive program 1 2
predictive programs 5 2
predicts will 1 1
prefer to 1 2
preference for 10 1
preferences and 1 1
preferences in 1 1
preferences of 3 2
preliminary results 1 1
