of 1 of 1
officers by 4 1
officers can 18 8
officers cannot 1 1
officers cf 1 1
officers conduct 1 1
officers continue 3 2
officers continued 1 1
officers could 15 2
officers crime 3 1
officers did 6 3
officers do 6 2
officers either 2 1
officers for 7 4
officers from 27 6
officers go 2 2
officers got 2 1
officers had 1 5
officers has 3 2
officers have 21 9
officers in 66 17
officers including 3 2
officers into 1 4
officers is 4 4
officers it 1 3
officers killed 1 1
officers know 1 2
officers made 1 1
officers making 1 2
officers may 12 5
officers might 9 2
officers more 4 4
officers must 11 2
officers n 28 12
officers of 5 2
officers on 25 7
officers outside 1 1
officers patrolling 1 3
officers perception 1 2
officers police 1 1
officers receive 1 3
officers regularly 1 2
officers rely 2 2
officers responding 1 1
officers see 6 1
officers should 6 4
officers so 3 1
officers stopped 1 2
officers such 2 1
officers testified 2 1
officers than 3 1
officers that 8 4
officers the 8 5
officers they 1 1
officers to 91 30
officers turn 1 2
officers use 17 1
officers walk 1 1
officers want 1 1
officers we 3 2
officers wearing 1 1
officers went 1 1
officers were 29 20
officers what 1 5
officers when 3 1
officers which 4 1
officers while 3 2
officers who 62 6
officers will 9 4
officers with 14 5
officers without 2 1
officers would 8 2
offices and 7 2
offices n 2 2
offices the 2 1
official photo 1 1
official position 1 1
official who 3 3
officials across 1 1
officials and 14 7
officials are 13 3
officials at 2 4
officials especially 1 1
officials from 1 2
officials have 11 3
officials in 7 1
officials including 3 1
officials n 7 1
officials or 2 1
officials say 4 4
officials to 11 3
officials use 4 1
officials were 1 1
officials who 1 1
officials with 1 1
oft stated 1 1
often a 7 1
often allows 1 1
often also 2 1
often an 1 1
often applied 1 1
often are 2 1
often as 1 4
often be 4 1
often because 1 2
often been 3 1
often called 2 1
often calls 1 1
often characterized 1 1
often come 3 1
often courts 1 1
often did 2 1
often do 3 1
often does 1 1
often emphasized 1 1
often face 3 1
often fail 4 2
often for 2 1
often give 2 2
often good 2 1
often ignored 1 1
often in 7 2
often lead 3 1
often look 1 1
often made 1 2
often or 2 1
often quite 2 2
often referred 4 1
often reflect 3 1
often reflects 1 1
often relatively 1 1
often rely 1 1
often resulted 1 1
often serves 3 1
often start 1 1
often than 1 2
often the 13 1
often used 8 2
often with 2 1
ohio and 3 1
ohio at 2 1
ohio ct 1 5
ohio n 8 3
ohio rejecting 1 1
ohio s 3 1
ohio st 17 15
ohio u 22 9
oing and 1 1
old and 2 2
old as 2 2
old boy 1 1
old but 2 1
old crime 2 2
old fashioned 10 2
older individuals 1 1
oliver n 1 1
omitted a 1 1
omitted in 2 1
omitted n 64 68
omitted quoting 6 2
omitted see 8 3
omnibus crime 5 1
omnipresent government 1 1
on a 228 211
on access 3 1
on account 10 1
on accuracy 1 1
on addressing 1 1
on algorithms 6 4
on all 10 4
on alternative 1 2
on american 5 2
on americans 2 3
on an 46 30
on and 11 1
on another 4 2
on any 9 10
on appeal 1 1
on april 5 1
on are 3 3
on areas 1 1
on arrest 3 2
on arrests 6 2
on artificial 6 1
on as 3 3
on automated 2 3
on average 8 3
on bail 2 1
on balance 2 1
on behalf 10 6
on being 1 1
on big 18 2
on board 3 1
on both 8 6
on burglary 1 1
on by 6 1
on cellphone 2 1
on certain 6 8
on city 1 1
on civil 17 1
on civilian 3 1
on community 12 2
on computer 2 1
on conduct 2 1
on conventional 1 9
on crime 135 36
on criminal 13 8
on current 1 2
on data 26 7
on death 1 1
on december 2 1
on decision 3 1
on defendants 2 1
on delinquency 5 1
on deploying 1 2
on deterrence 3 1
on digital 2 1
on drug 2 6
on drugs 47 1
on duty 7 3
on each 2 2
on earlier 5 1
on economic 2 2
on either 2 2
on empirical 4 1
on errors 1 1
on euclid 2 3
on evaluating 1 1
on every 7 4
on everything 4 2
on evidence 1 6
on existing 2 1
on experience 3 2
on face 1 1
on facebook 10 1
on factors 3 1
on file 21 6
on foot 5 1
on for 5 2
on four 1 3
on fourth 2 2
on future 5 1
on gang 4 1
on given 1 1
on grounds 1 1
on group 1 2
on gun 3 1
on hand 2 1
on he 1 1
on her 2 3
on high 3 1
on him 2 1
on his 26 12
on historical 7 2
on hot 1 3
on how 32 13
on illegal 2 1
on in 13 6
on incarceration 1 30
on individual 9 1
on individuals 23 5
on information 6 3
on intelligence 10 2
on interactions 1 1
on internal 2 1
on investment 1 2
on is 4 1
on isolated 1 1
on it 9 16
on its 31 32
on itself 2 1
on january 6 3
on july 11 1
on june 5 12
on key 2 2
on knowledge 3 2
on law 26 3
on lawyers 1 1
on leadership 1 1
on legal 11 1
on local 7 2
on long 1 4
on low 3 7
on mass 3 1
on may 6 1
on members 3 1
on minor 2 4
on minority 14 1
on models 1 1
on more 10 5
on most 2 4
on multiple 3 2
on my 2 1
on n 5 2
on national 6 1
on new 7 13
on non 2 1
on numbers 2 1
on objective 1 1
on one 11 8
on open 3 1
on other 13 2
on others 2 4
on our 7 4
on outcomes 2 2
on over 1 1
on page 1 2
on parole 9 4
on particular 7 6
on past 5 8
on patrol 12 10
on people 11 1
on plea 1 1
on police 57 22
on policing 11 3
on political 3 1
on poverty 19 1
on predicting 1 6
on prediction 2 4
on predictions 2 1
on predictive 14 11
on predpol 1 1
on previous 3 1
on prior 2 2
on privacy 10 5
on probabilistic 1 2
on probable 3 1
on probation 8 10
on procedural 5 1
on property 2 3
on pub 3 2
on public 9 8
on questions 2 1
on race 28 2
on rapid 1 2
on real 3 2
on reasonable 8 7
on recent 1 1
on reducing 1 3
on relatively 1 1
on remand 1 1
on risk 3 3
on safety 1 1
on several 1 1
on shared 2 1
on shifting 1 1
on similar 3 2
on site 2 2
on small 3 1
on so 1 4
on social 14 4
on some 12 5
on something 1 1
on specific 7 4
on statistical 7 2
on stop 18 1
on such 7 8
on surveillance 4 8
on suspicion 6 2
on targeting 1 2
on technical 2 1
on technological 1 1
on technology 6 2
on television 1 4
on that 27 12
on the 1070 461
on their 64 16
on them 11 1
on these 29 9
on they 4 1
on this 45 12
on those 23 6
on three 3 4
on to 19 8
on today 1 2
on top 7 1
on track 1 2
on transforming 1 1
on trends 1 1
on trial 1 1
on trouble 1 1
on twitter 7 4
on two 13 4
on understanding 3 1
on updating 1 1
on violence 4 1
on violent 8 2
on well 2 1
on what 24 31
on when 4 4
on where 3 3
on whether 14 5
on which 24 15
on who 3 1
on why 1 2
on you 1 3
on your 7 3
once a 11 14
once again 14 1
once an 3 1
once identified 3 2
once it 2 1
once more 1 2
once or 1 1
once police 2 2
once the 19 8
once we 5 1
once you 1 2
one and 3 1
one another 13 5
one article 1 1
one aspect 2 1
one at 3 1
one believes 1 1
one billion 2 1
one black 1 1
one can 14 9
one case 3 3
one challenge 1 1
one city 3 1
one click 1 1
one commentator 6 1
one common 1 1
one commonly 1 1
one concern 2 1
one could 12 8
one court 1 2
one crime 1 2
one day 18 8
one element 3 1
one example 16 3
one exception 3 1
one factor 7 1
one fifth 1 1
one for 8 2
one group 2 1
one hand 18 6
one has 4 2
one hundred 10 2
one in 30 8
one instance 3 3
one is 9 7
one it 2 1
one jurisdiction 1 1
one kind 1 1
one level 1 1
one major 2 1
one make 2 1
one man 5 2
one method 2 1
one might 10 5
one model 1 3
one month 1 4
one must 3 1
one neighborhood 2 1
one night 1 1
one notable 4 1
one of 224 97
one officer 6 3
one or 9 11
one out 1 1
one part 1 1
one particular 3 1
one percent 4 4
one person 7 2
one place 2 1
one potential 1 1
one problem 2 1
one purpose 1 2
one reason 6 3
one recent 2 1
one researcher 2 3
one s 19 29
one scholar 3 2
one sense 1 1
one should 2 1
one side 3 1
one size 5 1
one state 1 1
one step 3 1
one study 20 7
one such 8 4
one sworn 1 1
one that 26 14
one thing 4 3
one third 2 1
one time 2 2
one to 4 5
one tool 1 2
one type 1 1
one used 2 1
one was 1 1
one way 16 6
one we 1 1
one who 2 1
one will 1 1
one year 13 3
one young 3 1
ones and 2 1
ones for 1 1
ones n 2 1
ones that 6 1
ones to 2 3
ongoing contact 1 1
ongoing crime 2 4
ongoing criminal 8 4
ongoing in 2 2
ongoing investigations 1 1
ongoing reform 1 1
online activity 1 1
online and 7 2
online content 1 1
online data 1 4
online for 2 1
online in 1 2
online n 9 2
online or 5 3
online post 1 1
online retailers 1 1
online the 6 2
online wsj 3 4
only a 37 13
only about 5 3
only address 4 1
only affecting 1 1
only after 5 2
only and 1 1
only are 2 1
only as 12 6
only be 8 2
only because 11 1
only briefly 2 1
only by 12 1
only for 13 2
only from 2 1
only has 3 2
only if 10 5
only in 14 10
only increase 1 1
only is 2 1
only job 1 1
only law 1 1
only lead 1 11
only new 1 1
only objective 1 1
only occur 1 1
only of 17 2
only on 10 6
only one 13 10
only partially 1 2
only percent 1 6
only possible 1 1
only recently 1 1
only that 3 2
only the 23 9
only thing 1 2
only time 1 2
only to 35 18
only track 1 1
only two 3 1
only valid 1 1
only way 14 4
only when 17 4
only whether 1 1
only with 7 2
onto a 2 1
onto the 1 2
op ed 7 2
open a 2 1
open air 5 1
open ended 3 1
open in 1 2
open minded 1 1
open records 3 1
open source 2 3
open the 3 4
open to 14 6
open up 3 2
opened the 5 1
opening statement 2 1
openness in 2 1
openness to 1 3
operate at 2 1
operate in 2 5
operate primarily 1 1
operate under 1 1
operate with 4 1
operated by 7 12
operates by 1 1
operates in 1 1
operating budget 1 1
operating in 1 4
operating on 1 13
operation ceasefire 4 2
operation impact 4 13
operation in 1 1
operation of 11 2
operationalization schemes 1 1
operations are 1 1
operations for 1 2
operations in 3 2
operations manual 1 1
operations of 1 1
operations see 3 1
operations the 1 1
operations this 1 1
operator can 1 2
operators n 1 1
opinion about 3 1
opinion and 1 1
opinion html 1 1
opinion in 8 7
opinion n 6 2
opinion of 1 1
opinion the 5 1
opinion to 1 1
opinions in 4 1
opinions on 2 1
opponents in 1 3
opponents of 2 1
opportunit y 1 1
opportunities are 2 1
opportunities for 23 8
opportunities have 1 1
opportunities n 1 1
opportunities that 1 2
opportunities to 14 1
opportunity a 2 1
opportunity for 10 23
opportunity forbes 1 1
opportunity in 1 1
opportunity the 1 1
opportunity to 41 13
opposed the 2 1
opposed to 34 6
opposite n 1 1
opposition by 1 1
opposition to 8 4
opt in 1 2
opt out 2 16
optimization of 1 1
optimizing increasingly 1 2
option is 2 1
option should 1 1
option to 3 2
option value 1 1
options and 3 3
options n 1 1
or a 62 30
or about 3 2
or absence 1 1
or actions 1 1
or activities 3 2
or after 1 2
or age 2 1
or agency 1 1
or air 1 1
or alcohol 5 5
or algorithm 1 1
or an 16 4
or another 7 4
or anti 1 1
or any 18 3
or anything 1 1
or are 8 5
or areas 2 3
or arrest 14 1
or arrests 4 3
or as 10 8
or assist 1 1
or associations 2 1
or at 33 10
or bar 1 1
or based 1 1
or be 11 7
or because 10 3
or behavioral 5 1
or believe 1 1
or biometric 3 1
or both 4 5
or break 2 1
or build 1 1
or burglaries 2 1
or burglary 5 2
or by 21 4
or call 1 1
or can 1 1
or certain 1 2
or church 1 1
or class 10 2
or collective 1 1
or commit 1 1
or community 7 3
or companies 1 1
or conduct 1 3
or consent 5 1
or consultation 1 1
or continue 2 1
or contributed 1 1
or convictions 2 1
or corporate 1 1
or could 4 1
or county 1 1
or court 1 1
or credibility 1 2
or crime 2 4
or crimes 2 2
or criminal 13 7
or current 1 1
or danger 1 1
or dangerous 4 3
or data 4 1
or death 1 1
or decreases 2 1
or delay 2 1
or delinquency 4 1
or deserving 2 1
or desires 1 1
or deter 2 1
or did 1 1
or different 1 1
or discriminatory 1 1
or dismissal 1 1
or disprove 1 1
or dissipates 1 1
or dna 1 1
or do 3 1
or does 4 3
or doing 1 1
or drug 3 4
or due 4 2
or early 1 1
or effective 2 1
or eliminate 3 2
or eliminates 1 1
or else 1 1
or email 3 1
or employment 4 1
or engage 1 2
or entities 3 3
or especially 1 1
or evaluated 1 2
or even 73 27
or evidence 5 3
or experience 1 1
or explicitly 1 1
or extreme 2 1
or face 2 1
or fail 1 1
or failure 1 1
or family 3 5
or far 1 1
or federal 5 4
or five 5 2
or follow 1 2
or for 8 5
or fraud 1 2
or friends 3 2
or from 4 2
or further 1 2
or gang 8 1
or general 2 1
or geographic 1 1
or green 2 1
or group 7 2
or groups 6 2
or hang 1 2
or harassment 1 1
or has 10 2
or have 7 4
or her 20 15
or herself 2 3
or high 1 2
or homicides 1 1
or hotel 1 3
or housing 3 2
or how 4 5
or hunch 1 3
or if 7 3
or imminent 1 1
or imposing 1 1
or impossible 1 1
or in 28 15
or incarceration 1 2
or individuals 4 2
or interest 1 1
or is 23 6
or it 8 2
or its 3 2
or jails 1 1
or job 1 1
or judicial 3 4
or kill 1 1
or know 2 3
or l 4 1
or lack 4 3
or laid 1 2
or large 1 1
or law 7 3
or less 17 4
or life 2 1
or limit 1 2
or limited 1 2
or location 3 2
or locations 1 1
or long 1 1
or los 1 1
or lost 1 1
or low 3 1
or make 3 2
or manufactured 1 1
or many 2 1
or may 7 6
or mental 2 5
or merely 5 1
or might 5 1
or money 1 1
or monitoring 1 1
or months 1 4
or more 35 19
or most 3 1
or move 1 1
or national 8 1
or neighborhood 2 2
or no 11 5
or non 2 2
or not 46 14
or objective 2 1
or of 6 2
or office 1 2
or on 6 5
or opinions 1 1
or order 1 6
or other 60 41
or others 1 2
or otherwise 9 6
or outcomes 1 1
or parole 7 10
or particular 3 1
or people 5 1
or perceived 5 1
or percent 2 2
or perhaps 12 3
or persons 4 3
or phone 2 6
or physical 3 3
or places 1 1
or police 2 7
or policing 3 1
or policy 6 1
or political 3 1
or poor 1 1
or post 1 1
or potential 5 1
or potentially 1 1
or predict 3 1
or predictions 1 1
or predictive 7 2
or preserve 1 1
or prison 1 9
or private 4 3
or probable 42 2
or probation 2 6
or problem 1 1
or professional 2 1
or property 6 4
or prosecution 1 4
or prosecutor 1 1
or prosecutors 4 2
or provide 3 1
or pursue 1 1
or put 1 1
or quantification 1 1
or race 3 1
or racial 2 1
or rank 1 1
or rather 1 1
or reasonable 4 4
or received 1 1
or reduce 3 1
or reduced 2 1
or regulatory 1 1
or related 1 1
or report 1 2
or request 2 1
or resistance 1 1
or resources 1 1
or retention 1 1
or revocation 1 1
or risk 1 3
or safety 3 1
or scandal 1 11
or school 1 2
or search 8 4
or seek 1 1
or seizure 5 3
or serious 2 6
or set 2 1
or seven 1 1
or sex 2 3
or sexual 4 1
or she 10 10
or signatures 1 1
or simply 5 2
or so 13 9
or social 12 5
or some 10 1
or someone 3 2
or something 3 2
or state 3 1
or statutory 3 1
or stereotyping 1 1
or stop 3 1
or street 2 2
or substantial 1 2
or suffering 2 1
or summary 1 1
or surveillance 1 1
or taken 1 3
or technical 1 1
or temporally 1 1
or ten 2 1
or that 15 8
or the 89 47
or theft 1 1
or their 9 1
or there 2 1
or they 7 2
or those 6 3
or to 46 21
or traits 1 1
or travel 1 1
or twice 1 1
or two 1 4
or unable 2 1
or under 2 1
or understand 2 1
or unrest 1 1
or used 1 1
or useful 1 1
or using 3 1
or veracity 1 1
or verified 2 1
or very 1 1
or victimization 1 2
or violations 3 1
or violent 6 2
or watch 1 3
or we 2 2
or weeks 1 1
or were 4 4
or what 6 5
or when 13 2
or where 4 4
or whether 11 2
or who 6 2
or why 8 2
or will 2 3
or with 7 2
or without 3 2
or worse 1 3
or would 3 1
or year 1 2
or years 2 2
or you 1 2
orange county 9 2
order against 1 1
order and 22 5
order as 2 2
order but 1 2
order by 4 2
order from 1 2
order in 10 8
order is 3 4
order issued 2 1
order maintenance 30 60
order may 1 1
order n 20 6
order of 10 2
order on 4 5
order or 1 3
order requiring 3 1
order she 1 1
order that 1 2
order the 7 3
order to 125 29
order vs 1 1
order was 2 1
order which 1 1
ordered by 1 1
ordered in 2 1
ordered the 1 2
orders and 5 8
orders as 2 5
orders can 1 1
orders for 3 1
orders have 2 1
orders n 1 3
orders of 6 2
orders the 3 3
orders to 1 1
ordinances and 1 1
ordinary aspect 2 1
ordinary checks 1 2
ordinary course 3 1
org article 9 2
org at 1 1
org blogs 3 2
org can 1 1
org content 12 2
org documents 1 1
org en 1 1
org files 39 4
org flutrends 1 1
org http 2 2
org last 2 2
org magazine 3 3
org pdfs 1 1
org radio 2 1
org research 6 5
org sites 21 4
org templates 1 2
org the 3 1
org uploadedpdf 3 1
org wgbh 2 1
organised crime 2 2
organization and 7 1
organization in 6 2
organization is 1 1
organization n 12 1
organization of 12 2
organization s 9 1
organization that 4 11
organization to 3 1
organizational change 12 4
organizational culture 4 3
organizations and 6 4
organizations are 5 3
organizations in 3 2
organizations or 1 1
organizations that 5 2
organizations the 1 1
organizations to 8 2
organize themselves 1 1
orientation of 1 2
oriented approach 2 5
oriented approaches 1 1
oriented police 3 1
oriented policing 33 29
origin of 3 1
original and 1 1
original footnotes 1 1
original justification 2 1
original meaning 1 1
original n 7 5
original quoting 2 5
originalism and 1 1
originated in 1 1
originators of 1 1
origins and 5 2
origins evolution 2 1
origins of 13 3
orin s 7 5
ornelas v 4 2
orwell at 1 1
orwell s 1 1
other a 1 1
other agencies 3 1
other agency 2 1
other are 1 1
other areas 16 5
other as 1 1
other aspects 4 1
other assessment 2 1
other authorities 2 2
other available 1 1
other barriers 1 1
other beneficial 1 1
other big 1 2
other biometric 1 2
other challenges 2 1
other circumstances 1 1
other cities 24 17
other commentators 1 1
other communities 6 2
other community 4 1
other companies 5 4
other competing 1 1
other complex 2 1
other considerations 2 1
other content 12 1
other contexts 13 5
other cost 1 1
other counties 1 3
other countries 1 7
other court 1 5
other courts 3 3
other crime 3 1
other crimes 9 12
other criminal 2 5
other critical 1 2
other critics 1 1
other data 16 11
other databases 2 2
other departments 5 3
other direction 2 1
other editors 1 1
other emerging 1 1
other end 4 1
other entities 2 1
other evidence 1 3
other examples 3 1
other factor 2 1
other factors 21 15
other federal 6 1
other forms 8 2
other government 10 3
other governmental 4 4
other grounds 3 1
other groups 12 1
other hand 21 9
other information 8 10
other initiatives 3 2
other institutions 2 3
other interested 1 2
other internet 5 1
other jurisdictions 8 8
other kinds 3 1
other large 2 2
other law 1 19
other legislative 1 1
other local 5 8
other low 1 1
other major 3 1
other means 3 3
other members 3 12
other methods 4 3
other more 4 2
other municipalities 1 1
other n 10 2
other negative 1 2
other non 2 1
other offenses 1 1
other online 1 1
other parties 1 1
other parts 3 1
other pattern 1 1
other people 7 1
other personal 2 3
other places 3 1
other police 7 26
other policing 10 1
other problems 4 6
other property 2 3
other protections 2 1
other public 12 5
other purposes 1 1
other relevant 7 5
other respects 1 1
other scholars 7 2
other serious 1 5
other side 1 1
other similar 1 3
other situations 1 1
other social 9 10
other sources 7 5
other specialized 1 8
other states 8 3
other strategies 1 1
other studies 3 1
other support 1 1
other systems 3 1
other technologies 10 2
other than 31 15
other things 17 6
other three 2 1
other times 4 1
other tools 2 2
other types 9 2
other variables 5 1
other way 2 2
other ways 2 4
other words 65 15
other work 3 1
others and 3 5
others are 7 5
others as 2 2
others even 1 1
others from 1 2
others ga 2 1
others guardian 1 1
others have 17 3
others in 6 9
others including 1 1
others it 3 2
others may 1 2
others most 1 3
others n 21 7
others say 2 2
others such 4 1
others the 4 1
others this 3 2
others to 8 4
others was 1 1
others were 2 1
others who 6 1
others will 2 1
others would 3 2
otherwise any 1 1
otherwise be 11 5
otherwise innocent 5 4
otherwise innocuous 1 1
otherwise it 1 1
otherwise unknown 4 1
otherwise would 3 1
ought not 1 3
ought to 9 7
ounce of 1 1
our ability 1 5
our carceral 1 1
our cases 2 2
our commitment 1 4
our community 7 6
our conclusions 3 1
our constitution 1 1
our constitutional 1 2
our crime 1 3
our current 7 1
our daily 4 1
our data 5 1
our employment 1 1
our experience 2 1
our failure 1 1
our first 1 1
our goal 1 2
our health 1 1
our investigators 1 4
our law 2 2
our leadership 1 1
our lives 6 3
our long 2 2
our main 1 1
our most 2 2
our officers 6 12
our own 7 2
our predictive 1 1
our relationship 1 1
our society 7 3
our system 1 2
our time 5 3
our understanding 3 2
our world 3 1
ourselves whether 1 1
out a 15 7
out an 5 4
out and 8 5
out at 1 2
out before 1 1
out but 1 3
out by 8 1
out crime 3 1
out for 15 6
out from 3 2
out how 4 2
out i 4 1
out if 1 2
out in 25 10
out is 1 1
out its 1 2
out more 3 3
out n 9 1
out of 114 67
out on 7 6
out only 1 1
out other 1 2
out some 1 1
out that 28 10
out the 27 21
out their 2 1
out there 5 7
out they 1 1
out this 1 1
out to 28 9
out what 3 2
out when 1 4
out which 2 1
out with 3 7
outbreaks in 1 1
outcome measures 3 1
outcome of 12 4
outcomes across 1 1
outcomes and 11 5
outcomes are 3 1
outcomes but 3 2
outcomes by 1 1
outcomes for 6 2
outcomes from 3 1
outcomes in 9 3
outcomes it 1 1
outcomes n 8 2
outcomes of 9 1
outcomes or 1 1
outcomes police 1 2
outcomes that 8 2
outcomes the 2 2
outcomes there 1 1
outcomes these 1 1
outcomes to 2 2
outcomes with 1 1
outlined in 4 1
outlined the 2 1
outlining the 3 1
output variable 3 2
outputs but 1 1
outputs the 1 1
outputs to 8 1
outrage at 1 1
outreach to 7 2
outset of 3 1
outside a 6 2
outside of 37 5
outside the 35 18
over a 24 21
over again 1 1
over an 2 1
over and 12 3
over another 1 3
over any 1 1
over by 5 2
over certain 1 1
over eighty 1 1
over federal 1 1
over half 3 6
over his 2 1
over how 4 1
over in 4 1
over its 4 2
over million 10 3
over ninety 1 1
over non 1 1
over of 3 1
over one 7 2
over other 4 3
over others 2 1
over people 2 1
over police 11 3
over residents 1 1
over self 1 1
over state 1 1
over the 152 41
over their 7 1
over themselves 1 2
over those 3 1
over time 30 21
over to 4 1
over two 2 4
over what 1 2
over whether 3 2
over which 3 3
overall and 2 3
overall citywide 1 1
overall crime 4 4
overall effort 1 2
overall the 1 1
overcome the 1 1
overcrowding in 1 2
overlay of 1 1
overly aggressive 4 1
overly broad 1 1
overreliance on 3 2
overruled by 4 2
overruled in 2 5
oversee a 1 1
oversee compliance 1 1
oversee the 5 2
overseeing the 1 1
overseen by 1 1
oversight and 9 1
oversight boards 1 1
oversight n 14 1
oversight of 19 2
oversight the 3 2
overtime pay 6 1
overview and 1 1
overview footnotes 1 3
overview is 1 1
overview of 15 8
overviewcriminal law 3 2
overviewgovernmentslocal governmentspolice 2 2
own analysis 1 1
own and 2 2
own assessment 1 1
own data 3 2
own for 1 1
own home 1 3
own initiative 2 1
own it 6 1
own judgment 1 1
own life 3 1
own n 3 1
own observations 2 1
own personal 1 2
own political 1 2
own right 7 1
own subjective 2 1
own terms 2 1
own the 3 1
own to 2 1
own words 1 1
owned a 1 1
owned by 4 1
owners to 1 2
oxford handbook 4 2
oxford university 3 6
p d 26 23
p df 6 2
p in 4 2
p m 6 6
p moynihan 1 1
p mulvey 2 2
p pdf 1 1
p pub 2 1
p rogan 1 1
pa j 8 2
pa l 24 5
pac standard 1 1
pace l 1 1
page a 2 2
page crime 1 1
page supra 1 4
pages to 1 1
pagewanted all 1 2
paid for 2 1
paid to 6 1
paid well 1 1
pains to 1 2
palatable to 1 1
palm beach 6 5
palm prints 1 1
palo alto 8 2
panel on 1 1
panoply of 3 1
papachristos and 2 4
papachristos heat 2 1
paper is 1 3
paper maps 2 2
paper no 13 1
paper pdf 1 1
paper presented 1 6
papers and 9 4
papers cfm 7 1
papers ssrn 7 1
paradigm for 1 1
paradigm in 2 1
paradigm management 1 1
paradigm of 4 2
paradigm shift 4 3
paradox of 6 1
parallel between 1 1
parameters of 3 1
parents and 2 1
parents n 2 1
parker was 1 1
parking lot 5 11
parks and 6 1
parole and 3 2
parole decisions 3 2
parole for 3 1
parole in 1 1
parole is 3 1
parole it 1 1
parole n 3 2
parole officers 1 2
parole or 2 5
parole system 1 1
parole violation 1 1
paroled ex 2 1
parolees a 1 1
parolees and 1 2
parolees in 1 1
part a 1 3
part addresses 1 1
part and 4 11
part as 4 2
part based 1 1
part because 25 3
part by 11 7
part defines 1 1
part due 11 1
part explains 2 1
part f 1 2
part from 5 4
part i 74 16
part ii 77 18
part iii 54 17
part in 10 4
part it 1 1
part iv 27 10
part n 3 4
part of 210 99
part offers 2 1
part on 17 6
part the 3 4
part these 2 1
part to 9 5
part v 7 2
part vi 1 2
part vii 1 5
part viii 1 1
participants in 10 5
participants n 1 1
participate in 30 15
participating in 6 4
participation and 5 1
participation by 2 1
participation in 27 8
particular area 6 8
particular areas 2 6
particular attention 4 2
particular block 1 8
particular bus 1 1
particular city 1 1
particular class 6 1
particular communities 1 1
particular conduct 1 2
particular contexts 1 1
particular crime 6 11
particular crimes 2 3
particular criminal 1 1
particular emphasis 1 1
particular force 1 2
particular geographic 1 2
particular governmental 2 1
particular individual 10 5
particular individuals 6 3
particular it 1 1
particular locality 1 1
particular location 2 7
particular locations 1 2
particular neighborhood 3 1
particular person 14 3
particular place 3 2
particular places 3 5
particular problem 1 1
particular set 1 2
particular suspect 8 1
particular the 6 1
particular this 1 1
particular time 6 6
particular type 5 5
particular types 2 2
particular vehicle 1 1
particular we 1 1
particularized and 7 9
particularized information 3 1
particularized suspicion 21 4
particularized to 2 6
particularly acute 1 1
particularly because 1 2
particularly difficult 3 2
particularly during 1 1
particularly egregious 1 1
particularly for 2 1
particularly in 21 3
particularly on 2 2
particularly relevant 4 1
particularly severe 3 1
particularly since 2 1
particularly the 10 1
particularly those 2 3
particularly troubling 2 1
parties and 6 1
parties have 2 1
parties in 4 1
parties n 6 3
parties that 1 1
parties to 7 2
partly because 2 1
partner in 2 1
partner n 2 2
partner of 1 1
partner violence 1 11
partner with 5 5
partnered with 12 5
partnering with 14 2
partners and 1 3
partners from 1 1
partners in 13 2
partners n 2 1
partnership between 3 1
partnership with 12 3
partnerships and 6 1
partnerships can 1 1
partnerships with 7 5
parts i 1 2
parts ii 2 1
parts n 1 1
parts of 15 16
parts part 2 1
parts that 1 1
party access 1 1
party and 2 2
party doctrine 10 11
party information 7 4
party n 1 2
party the 1 1
pasadena star 1 6
pass co 1 1
pass constitutional 3 2
pass through 2 1
passage of 8 3
passed a 3 2
passed in 2 1
passed over 1 1
passed since 3 1
passed the 3 1
passing his 1 1
passing through 1 1
passive methods 1 1
passports to 1 1
password and 1 1
past activities 1 1
past and 6 1
past burglaries 1 2
past but 2 3
past century 1 1
past couple 1 1
past crime 3 11
past crimes 12 10
past criminal 18 8
past data 3 2
past decade 5 4
past experience 9 2
past few 9 2
past five 2 1
past four 3 1
past information 1 1
past n 6 1
past or 3 3
past performance 2 1
past present 1 3
past several 1 2
past that 1 1
past the 6 2
past to 1 1
past two 4 3
past years 4 5
pat down 7 1
patch of 1 1
patdown search 1 1
path of 4 3
path to 8 2
pathologies in 1 3
pathway to 1 1
patient care 1 1
patrick v 2 1
patrol analysis 1 1
patrol and 2 15
patrol areas 2 3
patrol by 2 1
patrol car 16 7
patrol cars 7 14
patrol division 2 2
patrol experiment 1 7
patrol in 4 5
patrol n 2 1
patrol officer 6 3
patrol officers 18 19
patrol the 3 22
patrol those 1 2
patrol time 1 3
patrolling a 1 1
patrolling the 5 7
patrols a 4 1
patrols and 2 4
patrols based 1 1
patrols by 1 1
patrols in 5 9
patrols n 2 5
patrols on 1 1
patrols the 2 1
patrols to 1 1
patrols was 1 1
patrols were 3 1
pattern and 4 2
pattern for 2 1
pattern n 1 2
pattern of 13 9
pattern or 55 2
pattern the 2 1
patterns and 26 9
patterns can 1 2
patterns even 1 1
patterns from 4 1
patterns identify 1 1
patterns in 15 15
patterns is 2 1
patterns n 7 3
patterns of 42 17
patterns or 3 2
patterns the 6 4
patterns to 3 7
paul butler 2 1
paul e 1 2
paul h 2 5
paul m 4 2
paul s 2 1
paul thomas 1 2
paulsen matthew 1 1
pave the 1 1
pay as 3 1
pay child 2 1
pay close 1 3
pay for 11 9
pay the 3 3
paying particular 3 1
pbs org 3 2
pcs to 2 1
pdf describing 2 1
pdf discussing 2 1
pdf for 3 2
pdf in 2 1
pdf last 7 4
