of documents 1 of 1
internal citation omitted 1 1
internal quotation marks 18 31
international association of 4 1
international conference on 3 2
internet and other 1 1
internet lawcriminal offensesdata 1 1
internet n y 1 1
internet service provider 3 1
internet service providers 3 1
interpretation of the 3 1
interpretations of the 2 1
interrogations is the 1 1
intersection of first 1 2
intersection of technology 1 1
intersection of the 1 1
intervene in the 1 1
intervention might be 1 1
intervention of a 1 1
intervention that will 1 1
interventions aimed at 1 1
interview with the 2 2
interviews and other 1 1
interviews with the 1 1
intimate partner violence 1 11
intimate partners and 1 1
into a chinese 1 1
into a computer 2 1
into a database 3 1
into a house 1 2
into a model 1 1
into a more 2 2
into a person 1 1
into a predictive 1 1
into a public 1 2
into a regional 1 1
into account but 1 1
into account that 1 1
into account the 5 1
into account their 1 1
into account when 7 2
into an independent 1 1
into an overall 1 1
into being in 1 1
into contact with 1 3
into crimes using 1 1
into policing brit 1 1
into probable cause 2 1
into question n 1 1
into the daily 1 1
into the future 7 17
into the hands 4 1
into the model 1 2
into the predictive 1 1
into the predpol 1 1
into the program 2 3
into the public 5 2
into the reasonable 6 4
into the system 2 5
into the systems 1 2
into their own 1 1
introduce more fairness 1 1
introduction in the 1 1
introduction of big 1 1
introduction to the 2 1
intrusion by the 2 1
intrusion n the 2 1
intrusion upon the 2 1
intrusiveness of the 1 1
intuition of the 2 1
invasion of a 3 1
invasion of privacy 2 4
invasion of the 1 1
invention of a 1 1
invention of the 1 2
inventions of the 1 3
investigating and resolving 1 1
investigating officers and 1 1
investigation and that 1 1
investigation by the 2 1
investigation http www 17 1
investigation n but 1 1
investigation n the 2 1
investigation of the 13 1
investigations and civil 2 1
investigations and correlation 1 1
investigative and data 1 1
investigative purposes if 1 2
investigatory stop of 1 1
investment banks to 1 1
invitation to trouble 1 1
inviting me to 1 1
involve police or 1 1
involve the same 1 1
involved and the 2 1
involved in criminal 13 3
involved in future 2 1
involved in or 1 2
involved in terrorist 1 1
involved in the 16 18
involved in their 1 1
involved the use 1 1
involvement in repeat 2 1
iowa l rev 14 2
ip addresses of 1 1
irrelevant for the 1 1
irrelevant to the 3 1
irrespective of the 1 2
irvine school of 1 1
is a basic 1 1
is a better 2 1
is a broad 3 1
is a case 1 1
is a close 1 1
is a complex 3 3
is a concern 2 1
is a condition 2 1
is a continuous 1 1
is a crime 2 1
is a critical 5 4
is a direct 1 1
is a drug 1 1
is a fact 1 1
is a fair 2 4
is a feature 1 1
is a fundamental 3 4
is a good 9 3
is a great 4 3
is a growing 1 2
is a high 8 3
is a less 5 3
is a major 2 1
is a matter 3 2
is a meaningful 1 1
is a member 2 1
is a method 1 1
is a model 2 1
is a more 7 1
is a natural 2 1
is a new 2 1
is a newer 2 1
is a percent 2 2
is a pilot 1 1
is a place 1 1
is a point 1 2
is a positive 1 1
is a power 2 2
is a practical 2 1
is a primary 1 1
is a problem 3 4
is a process 1 1
is a product 1 2
is a question 2 1
is a reasonable 2 4
is a relatively 1 1
is a risk 1 2
is a second 1 1
is a separate 1 1
is a serious 4 1
is a shorthand 3 1
is a state 2 1
is a strong 5 1
is a theory 1 1
is a vague 2 1
is a valid 1 1
is a very 3 3
is a way 2 4
is able to 9 1
is about to 14 2
is accused of 1 1
is aimed at 2 1
is all about 4 1
is alleged to 1 1
is almost impossible 2 1
is already a 3 1
is already being 5 1
is also a 15 16
is also available 4 1
is also important 2 1
is also possible 2 1
is also the 2 3
is also what 1 1
is also working 2 1
is an accepted 1 1
is an accurate 2 1
is an aspect 1 2
is an associate 2 1
is an example 4 1
is an expected 1 1
is an extremely 1 1
is an important 10 4
is and what 1 2
is armed and 4 1
is as a 2 1
is asked to 1 2
is at best 2 1
is at least 9 1
is at risk 1 4
is at the 8 1
is available for 1 1
is available to 6 1
is based in 1 2
is based on 13 13
is based upon 1 2
is beginning to 6 1
is being collected 2 7
is being done 4 2
is being tested 1 4
is being used 4 4
is better to 2 1
is beyond the 9 3
is big data 2 3
is by no 2 2
is called into 1 1
is capable of 4 7
is carried out 1 2
is central to 5 1
is certainly a 1 1
is clear that 4 1
is collected and 3 5
is committed to 2 2
is committing a 1 1
is committing or 1 1
is communicable with 1 1
is concentrated in 2 1
is connected to 2 1
is considerable evidence 1 1
is consistent with 10 2
is coupled with 1 1
is created and 1 1
is credited with 2 1
is critical for 2 11
is critical to 6 4
is crucial in 1 1
is crucial to 1 2
is currently in 3 11
is defined as 5 1
is defined by 3 1
is dependent upon 2 2
is determined by 1 1
is developed and 1 2
is different from 2 1
is different in 1 1
is difficult and 2 2
is difficult for 2 1
is difficult to 11 3
is distinct from 3 1
is done by 4 1
is dotted with 2 2
is dynamic and 1 1
is easy to 7 3
is enabled by 1 3
is engaged in 10 2
is entitled to 5 2
is especially important 3 1
is especially true 5 1
is especially useful 1 1
is essential for 1 1
is essential to 12 1
is established as 1 1
is estimated to 1 1
is even more 5 2
is evidence of 2 2
is exacerbated by 1 1
is exactly what 2 1
is explained to 1 1
is extremely difficult 1 1
is fair to 2 1
is far from 3 1
is far more 1 3
is feasible the 1 1
is fed into 1 3
is flawed then 1 1
is for the 2 2
is forward looking 1 1
is found in 1 1
is found to 1 1
is from the 1 1
is generally not 1 1
is generated based 1 1
is given to 2 1
is going to 15 8
is hard to 24 2
is helpful to 3 1
is helping to 1 3
is highest in 1 1
is highly unlikely 1 1
is how they 1 2
is how to 5 2
is however no 1 1
is if the 2 2
is ill suited 1 1
is imperative to 1 1
is important to 20 10
is impossible to 6 2
is in a 1 2
is in effect 1 1
is in fact 9 3
is in part 4 4
is in talks 1 3
is in the 10 8
is incapable of 3 1
is included in 2 1
is informed by 2 1
is insufficient to 4 1
is intended to 5 4
is involved in 1 2
is it going 2 2
is its seemingly 1 1
is just a 3 1
is key to 1 4
is known as 2 1
is known for 1 1
is known to 1 2
is left to 3 2
is legal and 1 11
is less effective 1 1
is less likely 3 1
is less often 1 1
is less than 3 1
is like a 3 1
is likely to 57 36
is limited by 1 1
is limited to 5 3
is linked to 1 1
is little doubt 1 1
is looking at 5 3
is looking for 1 2
is making a 1 1
is meant to 2 1
is merely to 2 1
is modeled on 1 2
is more important 1 1
is more likely 20 5
is more of 1 2
is more than 7 4
is most likely 5 3
is most relevant 1 1
is much less 1 1
is necessary to 7 3
is needed to 5 3
is no accident 1 1
is no better 2 1
is no constitutional 4 1
is no convincing 1 1
is no direct 1 1
is no doubt 2 3
is no evidence 4 5
is no good 2 2
is no legal 1 1
is no legitimate 1 1
is no less 1 1
is no longer 10 1
is no more 2 2
is no national 1 1
is no reasonable 1 3
is no simple 1 1
is no single 3 1
is no surprise 5 1
is no system 1 1
is no way 5 1
is not a 43 15
is not always 5 5
is not an 3 6
is not as 7 1
is not clear 9 2
is not enough 3 4
is not entirely 2 3
is not even 1 2
is not exactly 1 1
is not going 3 3
is not how 1 3
is not immediately 1 1
is not in 2 3
is not inconsistent 1 1
is not just 19 1
is not limited 9 1
is not merely 5 1
is not necessarily 1 3
is not new 1 2
is not of 2 1
is not part 3 2
is not required 2 2
is not simply 5 1
is not so 7 4
is not subject 3 1
is not sufficient 4 1
is not surprising 6 2
is not that 5 2
is not the 18 21
is not to 26 7
is not too 1 4
is not uncommon 2 6
is not understood 1 1
is not unique 1 2
is not used 1 1
is not whether 2 4
is not without 2 4
is nothing more 3 1
is nothing new 8 1
is nothing to 1 1
is now a 1 1
is now being 3 1
is now generally 1 1
is now needed 1 1
is now on 1 1
is occurring n 1 1
is occurring or 1 1
is often a 4 1
is often good 1 1
is on the 6 7
is one example 1 1
is one of 16 12
is one that 4 2
is only a 4 1
is only as 5 1
is out of 1 1
is part of 7 6
is particularly difficult 1 1
is particularly relevant 2 1
is perhaps more 1 1
is perhaps most 1 1
is possible that 4 1
is possible to 5 3
is predictive policing 3 1
is present in 1 1
is primarily concerned 1 1
is probable cause 3 6
is probably the 3 2
is provided to 2 1
is questionable n 1 1
is quite different 1 1
is readily available 1 1
is real and 3 1
is reasonable suspicion 3 5
is recorded and 3 1
is relevant to 4 2
is reported not 1 1
is required by 3 1
is required for 2 1
is required to 3 5
is responsible for 6 3
is said to 2 1
is seen as 1 1
is sensitive to 1 2
is set to 4 2
is shaped by 1 1
is significant n 1 1
is significantly more 1 1
is similar to 3 3
is simply not 4 5
is simply that 1 1
is some evidence 1 1
is statistically significant 1 1
is still a 4 1
is still far 1 2
is still in 1 5
is still just 1 1
is strong reason 1 1
is subject to 12 1
is such a 2 1
is sufficient to 6 3
is supposed to 9 3
is surprising to 1 1
is susceptible to 1 1
is taken for 1 1
is taking data 1 1
is that a 3 4
is that an 1 1
is that if 2 2
is that in 2 2
is that it 11 12
is that katz 1 1
is that most 1 1
is that of 3 3
is that people 3 3
is that such 1 2
is that the 22 22
is that there 7 4
is that these 2 3
is that they 5 5
is that this 2 2
is that we 1 1
is the ability 3 3
is the application 1 1
is the best 2 1
is the collection 1 1
is the concept 1 1
is the county 4 1
is the critical 1 1
is the data 1 1
is the department 1 1
is the extent 1 1
is the failure 1 1
is the first 6 2
is the goal 1 1
is the head 1 1
is the idea 5 1
is the interest 1 1
is the largest 1 2
is the likelihood 1 1
is the most 6 2
is the number 1 3
is the only 5 14
is the police 1 1
is the primary 1 1
is the problem 2 1
is the product 8 2
is the public 1 1
is the recognition 1 1
is the right 3 3
is the same 2 2
is the solution 1 2
is the steam 2 2
is the target 4 1
is the time 1 2
is the type 1 1
is the use 2 2
is the way 2 1
is there a 6 5
is there for 1 1
is thought to 5 3
is to anticipate 1 1
is to be 7 4
is to bring 2 1
is to consider 1 2
is to continue 1 1
is to create 3 2
is to decide 1 1
is to gather 1 2
is to have 1 4
is to identify 1 5
is to increase 2 1
is to make 5 2
is to protect 3 1
is to put 1 1
is to reduce 1 2
is to require 1 1
is to say 2 2
is to test 1 1
is too low 2 1
is too soon 2 1
is trying to 4 2
is typical of 1 1
is unacceptable and 1 11
is understood as 1 2
is unlikely to 14 3
is unsurprising that 2 1
is up percent 1 2
is used by 3 2
is used in 8 2
is used to 11 2
is useful for 1 1
is useful to 1 2
is using a 1 4
is using the 1 3
is usually for 1 1
is very difficult 5 1
is very little 1 2
is very much 1 1
is viewed as 1 1
is watching but 1 2
is well established 4 2
is what are 1 2
is when people 1 1
is whether a 2 1
is whether it 2 2
is whether police 2 1
is whether the 3 2
is why the 1 3
is working on 3 4
is working to 9 3
is working with 5 1
is worth noting 4 2
is worthwhile to 1 1
isn t about 1 1
isn t everything 2 1
isn t the 2 2
issa kohler hausmann 3 1
issuance of a 2 2
issue and to 1 1
issue as a 1 1
issue but upon 2 1
issue id n 1 2
issues arising from 1 1
issues at hand 1 1
issues in the 6 2
issues just q 1 1
issues n see 1 1
issues of privacy 1 2
issues related to 5 3
issues such as 2 2
issues that are 1 1
issues that confront 1 11
it aims to 3 1
it also affects 1 1
it also allows 2 1
it also considers 3 1
it also has 1 5
it also raises 1 1
it also requires 2 2
it appears that 3 1
it as a 8 2
it as discriminatory 1 1
it as the 2 1
it at the 1 2
it attempts to 2 1
it available to 2 1
it calls a 1 1
it can be 9 6
it can easily 2 1
it can help 3 1
it can only 1 1
it can provide 1 2
it cannot be 4 1
it comes to 45 10
it could be 5 8
it could lead 1 1
it did not 8 1
it difficult to 13 3
it does for 2 1
it does not 32 13
it does so 3 1
it doesn t 12 7
it easier for 9 1
it easier to 5 1
it easy to 4 1
it economist july 3 1
it ends up 1 1
it even more 1 1
it for example 1 1
it found that 3 1
it from happening 1 1
it from the 5 1
it getting easier 1 1
it happens n 1 2
it has a 8 5
it has allowed 2 1
it has already 2 1
it has also 6 2
it has become 3 4
it has been 17 12
it has begun 1 1
it has cut 1 1
it has not 3 2
it has now 1 1
it has to 2 2
it if the 1 1
it in a 1 3
it in police 1 1
it into a 1 1
it into the 6 1
it involves a 1 1
it is a 44 21
it is all 3 1
it is almost 4 3
it is already 4 1
it is also 26 10
it is an 7 1
it is at 1 1
it is being 1 2
it is better 3 1
it is beyond 4 1
it is certainly 3 1
it is clear 4 1
it is common 2 1
it is difficult 15 2
it is done 1 1
it is easy 7 2
it is equally 2 1
it is especially 1 2
it is fair 2 1
it is far 2 1
it is feasible 1 3
it is for 2 2
it is from 1 1
it is hard 14 3
it is helpful 4 1
it is highly 3 1
it is important 18 8
it is impossible 6 1
it is in 1 3
it is just 2 1
it is like 1 1
it is likely 10 3
it is more 2 2
it is necessary 3 1
it is needed 1 1
it is no 10 8
it is not 69 27
it is now 4 2
it is often 5 1
it is one 1 2
it is only 2 1
it is plausible 1 1
it is possible 12 4
it is rarely 2 1
it is readily 1 1
it is reasonable 5 1
it is sometimes 1 1
it is still 3 2
it is striking 1 1
it is surprising 1 1
it is the 29 6
it is this 3 2
it is thus 1 1
it is to 8 6
it is too 3 1
it is unlikely 9 2
it is unsurprising 2 1
it is used 3 1
it is useful 1 2
it is usually 2 1
it is very 2 2
it is widely 1 1
it is worth 8 3
it is worthwhile 1 1
it it is 2 3
it kind of 1 1
it lacking n 1 1
it lacks the 1 1
it ll be 1 11
it makes sense 2 2
it makes the 1 1
it may also 8 2
it may be 18 12
it may have 3 2
it may not 8 1
it mean to 1 1
it means that 2 1
it means to 1 3
it might also 2 1
it might be 30 5
it might seem 3 4
it more likely 1 1
it must be 7 1
it n the 4 1
it occur will 1 1
it occurs repeat 1 1
it out and 3 1
it plans to 2 1
it possible to 5 2
it provides a 4 1
it recognizes that 2 1
it refers to 1 1
it remains to 1 1
it s a 18 2
it s about 1 4
it s actually 2 1
it s almost 2 1
it s also 4 2
it s an 2 1
it s as 2 1
it s been 2 15
it s going 8 5
it s great 1 1
it s how 1 1
it s just 4 2
it s less 1 1
it s like 6 3
it s making 2 1
it s more 1 1
it s not 20 16
it s one 1 2
it s so 1 1
it s still 1 1
it s that 1 1
it s the 7 4
it s what 1 1
it see e 1 1
it seems like 1 1
it seems likely 2 1
it seems that 1 1
it seems wise 1 1
it should be 20 12
it sounds like 3 3
it starts l 3 1
it suggests that 1 3
it takes a 3 2
it takes them 1 1
it takes to 3 2
it tends to 1 1
it that s 3 1
it to a 3 1
it to be 4 3
it to other 1 1
it to the 3 3
it turned out 3 1
it was a 8 6
it was clear 1 1
it was common 1 4
it was in 3 1
it was not 9 1
it was on 1 2
it was reported 1 1
it was so 2 2
it was the 2 2
it will also 3 2
it will be 10 12
it will have 3 1
it with the 2 1
it without a 2 1
it would also 3 2
it would be 32 5
it would have 5 1
it would leave 1 1
it would not 6 2
it would seem 2 1
item last visited 2 1
its ability to 5 1
its assertion of 1 1
its conclusion the 1 1
its degree of 1 2
its effect on 2 1
its focus on 4 1
its fourth amendment 1 1
its impact on 2 1
its infancy in 1 1
its influence on 1 1
its lack of 1 1
its level of 1 1
its officers were 1 1
its one billion 1 1
its option value 1 1
its origins evolution 2 1
its own data 1 1
its own terms 1 1
its own to 2 1
its peak in 1 1
its police department 6 1
its police force 1 2
its potential for 1 1
its predictive policing 2 6
its predictive software 1 2
its prison population 1 3
its roots in 2 1
its seemingly unlimited 1 1
its tendency to 1 1
its use by 1 1
its use in 4 2
its use is 1 1
its use of 6 3
its value will 1 1
its very nature 2 1
itself as a 2 1
itself but also 2 1
itself in the 5 1
itself is not 1 1
itself rather than 1 2
iv n see 6 4
iv the right 2 1
j am stat 4 1
j apr at 2 1
j bowers shane 2 1
j bratton declining 2 1
j computer info 1 2
j concurring awareness 1 1
j concurring in 5 21
j concurring n 6 17
j concurring quoting 1 1
j concurring the 4 2
j const l 6 2
j crim just 16 2
j crim l 50 18
j crime also 1 1
j criminology n 1 1
j d university 1 2
j d yale 1 2
j david goodman 4 2
j dissenting arguing 4 1
j dissenting n 11 9
j dissenting the 5 1
j dissenting united 1 2
j econ persp 1 1
j experimental criminology 5 1
j gender l 1 4
j in the 1 1
j int l 4 1
j july at 3 1
j july http 4 1
j july pm 1 1
j june at 1 3
j krent of 3 1
j l an 1 1
j l econ 7 2
j l gender 2 1
j l n 1 1
j l pol 6 5
j l provided 1 1
j l reform 4 1
j l tech 7 4
j l u 6 8
j lenese c 1 1
j length words 5 2
j marshall j 1 2
j mertens the 1 1
j n id 5 3
j n s 1 1
j n see 19 8
j n u 3 3
j nov at 1 2
j on poverty 3 1
j paulsen matthew 1 1
j police sci 2 1
j pub health 4 1
j quantitative criminology 5 5
j race l 3 1
j reiss jr 4 2
j res crime 7 3
j sampson et 2 2
j sampson great 3 1
j sampson stephen 3 1
j sampson william 1 1
j see also 6 1
j sept http 3 1
j soc n 3 1
j solove a 2 1
j solove access 1 1
j solove privacy 1 1
j solove the 2 1
j steinbock data 3 1
j stuntz the 2 2
j the near 1 1
j urb health 1 1
j willis et 5 2
jack m balkin 3 1
jail or prison 1 9
james forman jr 4 1
james j willis 12 3
james manyika et 2 1
james o neill 3 1
james q whitman 1 1
james q wilson 16 7
james risen report 1 1
james supra note 6 1
jan am http 9 5
jan at a 4 2
jan at n 1 1
jan available at 2 1
jan feb at 1 1
jan http articles 2 4
jan http blogs 1 1
jan http www 26 14
jan n see 2 1
jan pm http 6 5
janus robert a 1 1
jaundic d eye 1 1
jeff brantingham a 1 3
jeffrey rosen the 3 1
jeglum bartusch legal 1 1
jenkins supra note 1 1
jennifer bachner ibm 1 1
jennifer bachner predictive 1 1
jens ludwig broken 2 2
jeremy bentham the 1 1
jeremy gorner chicago 2 1
jerry h ratcliffe 1 1
jie xu et 1 1
jim crow mass 5 1
job is to 3 1
job of policing 1 1
joel m caplan 4 4
joel rubin stopping 3 1
joh bio professor 2 1
joh maryland v 1 1
joh supra note 3 1
john c coffee 2 1
john douglass tactical 1 1
john e eck 2 4
john fairfax publications 1 2
john hagan ruth 1 1
john s l 11 1
john vacca biometric 1 1
johnson et al 5 12
johnson exploring theories 1 1
johnson race and 2 4
johnson repeat burglary 1 1
johnson supra note 5 16
johnson v united 1 2
johnson who commits 2 1
joined with the 1 1
jonathan blitz video 1 1
jonathan simon governing 3 1
jones http www 1 1
jones s ct 10 11
jones supra note 5 3
jose mercury news 1 6
joseph goldstein police 5 1
josh koehn algorithmic 1 1
joshua c hinkle 5 2
journal code copyright 1 3
journal code em 1 1
journal code gt 2 2
journal code iii 1 2
journal geo l 1 1
journal georgetown law 1 1
journal june georgetown 1 1
journal of criminal 8 8
jr community policing 2 1
jr supra note 5 1
jr the police 1 1
judge may have 1 1
judge s intuition 1 1
judge scheindlin ordered 1 1
judge that the 1 1
judge to judge 1 1
judges and lawmakers 1 1
judges and other 2 5
judges and scholars 1 1
judges are not 1 2
judges from the 1 1
judges in criminal 1 1
judges will be 1 1
judgment based on 1 2
judgment in the 1 1
judgment right ohio 2 2
judgments about the 1 2
judgments rather than 1 1
judgments supreme court 1 1
judicial and correctional 2 1
judicial dist court 2 1
judicial district court 1 1
judicial oversight n 1 1
judicial response to 1 1
judiciary gov uk 1 1
judiciary th cong 5 1
juliana reyes philly 1 1
julius wilson toward 1 1
july am http 10 5
july at n 1 1
july aug at 1 1
july available at 3 3
july http articles 3 1
july http online 1 1
july http www 37 17
july language english 5 5
july on file 1 1
july pm http 18 6
jun us tech 1 1
june am http 8 4
june at a 13 1
june at predictive 1 1
june available at 4 1
june georgetown law 1 1
june http articles 2 1
june http www 48 6
june language english 6 5
june pm http 14 2
jurisdictions across the 1 1
jurisdictions and to 1 1
jurisdictions as diverse 1 2
jurisdictions in the 3 1
jurisdictions it is 1 1
jurisprudence and the 1 3
jury verdicts and 1 11
just a few 5 3
just as a 3 1
just as big 1 1
just as easily 3 1
just as it 2 1
just as the 3 1
just because we 2 3
just don t 1 1
just finding that 1 1
just in its 1 1
just in the 3 1
just j june 2 3
just j n 1 1
just mar http 1 1
just on the 1 1
just one example 1 1
just q while 1 1
just see also 3 1
just sys j 1 3
just ten years 1 1
just the opposite 1 1
just to the 2 2
justice an essay 2 1
justice and social 1 6
justice and the 1 2
justice assistance u 4 1
justice at n 1 1
justice at the 1 1
justice dna data 2 1
justice doj and 2 2
justice harv l 1 2
justice http www 3 1
justice in a 1 1
justice mapping crime 1 1
justice n see 4 1
justice n the 1 1
justice office of 5 1
justice policy inst 4 5
justice practice cityscape 1 1
justice race and 3 1
justice sotomayor explained 1 1
justice sotomayor in 1 1
justice sotomayor invoked 1 1
justice sotomayor s 7 2
justice statistics intimate 1 1
justice supra note 12 1
justice system a 2 1
justice system and 6 6
justice system as 10 2
justice system because 1 5
justice system by 2 1
justice system can 1 1
justice system for 7 1
justice system from 3 1
justice system has 8 1
justice system improvement 1 1
justice system in 7 6
justice system information 2 1
justice system is 8 3
justice system more 2 1
justice system n 22 10
justice system or 1 1
justice system s 4 2
justice system that 2 1
justice system the 10 3
justice system there 1 1
justice system to 5 1
justice system while 2 1
justice systems n 4 1
justice v reporters 2 1
justices with the 1 1
justification for a 2 4
justification for making 2 3
justification for the 3 2
justification for their 1 1
justification n in 1 2
justification of the 1 1
justification to stop 1 1
justified by a 2 1
justified by the 4 2
justify a seizure 1 1
justify a stop 7 5
justify an investigatory 1 1
justify reasonable suspicion 1 5
justify singling out 1 1
justify stops of 1 1
justify the investigatory 1 1
justify the officer 1 1
justify the search 1 1
justify the stop 4 1
justifying a terry 2 2
juveniles effects on 2 1
k babe howell 8 2
k jain eds 1 1
kahan reciprocity collective 1 1
kahan social influence 2 1
kalee thompson the 2 1
kami chavis simmons 1 1
kansas city experiment 2 1
kansas city mo 4 2
kansas city study 1 2
kaste can software 1 1
kate j bowers 2 2
katherine y barnes 3 1
katz faced the 1 1
katz terry v 2 1
katz u s 1 2
katz v united 4 9
kay l levine 1 1
keats citron technological 2 1
keep an eye 2 1
keep in mind 3 3
keep us safe 3 1
keith harries nat 1 1
kelling and james 2 2
kelling and wilson 1 2
kelling broken windows 1 2
kelling et al 4 4
kelling james q 5 2
kelling william j 2 1
kelling wilson supra 7 2
kelly concerning compstat 1 1
kelly police embracing 1 1
kelly stop and 1 1
kennedy don t 2 1
kennedy et al 6 10
kenneth cukier big 5 2
kent v dulles 1 2
kerr supra note 3 4
kerr the case 1 1
kerr the fourth 2 2
kerr the mosaic 3 2
kevin r johnson 1 1
kevin s bankston 1 1
key insight that 1 2
key performance indicators 2 1
key pieces of 2 2
killed in the 2 1
killing each other 1 1
kind in the 1 1
kind of developmental 1 1
kind of evidence 2 2
kind of information 5 1
kind of technology 1 2
kinds of crimes 1 1
kinds of data 4 1
kinds of important 1 1
king ibm analytics 2 1
king policing and 1 1
king s ct 4 7
king supra note 2 1
king u s 1 1
km media group 2 2
knew there would 1 1
knotts u s 1 3
know each other 1 2
know that a 1 1
know that he 2 1
know that s 1 5
know that the 2 7
know to what 1 3
know what to 1 2
know where they 1 1
know where to 1 1
know whether a 3 1
know whether it 1 1
knowing what is 1 1
knowingly exposes to 1 3
knowledge about the 5 2
knowledge and experience 4 1
knowledge of the 17 5
knowledge or credibility 1 2
knowledge than in 1 1
known as a 4 4
known as predictive 1 5
known as predpol 2 1
known as the 17 2
known for drug 2 1
known for heavy 1 2
known for the 1 1
known gang members 3 1
known has been 1 3
known to be 2 1
known to have 1 1
known to the 2 2
koehn algorithmic crimefighting 1 1
koehn supra note 1 2
kozinski j concurring 2 4
krent of diaries 3 1
krimsky tania simoncelli 2 1
ku klux klan 1 1
kubrin et al 1 1
kyllo v united 2 6
l a anthropologist 1 1
l a cal 2 1
l a county 6 1
l a police 9 1
l a times 40 11
l acad sci 3 1
l an anonymous 1 1
l ass n 11 3
l becton the 1 1
l black l 1 1
l bus times 2 1
l conduct r 1 1
l criminology n 11 2
l ctr for 4 4
l econ pol 5 2
l inst just 6 7
l inst of 4 7
l j but 2 2
l j describing 3 2
l j discussing 5 3
l j hereinafter 5 1
l j in 2 1
l j lenese 1 1
l j length 5 2
l j n 44 26
l j police 7 2
l j tracey 1 1
l kelling and 1 2
l kelling broken 1 2
l kelling james 6 2
l kelling william 3 1
l l rev 16 4
l levine the 1 1
l mccarthy the 1 1
l mcintyre predicting 2 1
l meares bernard 2 1
l meares dan 3 1
l meares foreword 1 1
l meares praying 3 1
l meares randomization 5 1
l n id 1 3
l n see 6 6
l n the 1 1
l no stat 16 8
l perry et 3 2
l pol y 18 10
l provided no 1 1
l reform the 1 1
l rev arguing 22 5
l rev as 1 2
l rev bull 1 1
l rev but 3 3
l rev christopher 3 1
l rev citing 1 6
l rev david 1 1
l rev describing 21 4
l rev discussing 26 5
l rev examining 2 1
l rev explaining 6 2
l rev f 5 1
l rev forthcoming 19 2
l rev in 4 3
l rev it 2 1
l rev j 1 1
l rev james 2 1
l rev length 11 5
l rev lewis 1 1
l rev mia 1 1
l rev n 197 79
l rev noting 11 2
l rev professor 1 1
l rev providing 1 1
l rev quoting 1 1
l rev referring 2 1
l rev reporting 1 2
l rev richard 1 1
l rev see 16 10
l rev t 1 1
l rev the 11 4
l rev what 3 1
l soc change 9 3
l soc y 1 1
l tech n 1 1
l tech pol 1 1
l tech spring 1 1
l u s 5 8
l weisburd policing 1 1
lab biometric analysis 4 2
label that typically 3 1
labeled as high 3 1
labi misfortune teller 2 1
lack of a 4 1
lack of control 3 1
lack of empirical 2 1
lack of police 1 1
lack of transparency 3 1
lacked standing to 1 1
lacks probable cause 1 2
laird v tatum 2 1
lake city utah 1 2
language english acc 4 10
language english distribution 2 1
language english document 4 1
language english graphic 7 13
language english publication 41 34
language of the 3 1
language to describe 1 2
lapd chief charlie 2 1
lapd predicting crimes 2 1
lapd uses a 2 1
large amount of 2 1
large amounts of 10 2
large as a 1 1
large data sets 7 1
large number of 3 5
large numbers of 3 4
large part on 1 1
large police departments 2 2
large proportion of 1 1
large quantities of 3 1
large segments of 1 1
large share of 1 2
large volumes of 2 1
largely because the 1 1
largely but not 1 1
largely in response 1 1
largely on account 2 1
largely on the 4 1
larger criminal justice 1 1
larger than the 2 1
largest agency to 1 1
largest current recognized 1 1
largest police forces 1 2
last decade police 1 1
last few years 6 1
last five years 2 1
last full year 2 1
last of which 1 1
last three months 1 1
last twenty years 1 1
last two decades 8 1
last two years 3 1
last updated aug 1 1
last visited feb 4 17
last visited mar 27 6
last visited nov 19 10
last week in 1 1
last year a 4 2
last year and 1 1
last year by 1 2
last year he 1 1
last year in 1 11
last year s 9 1
last year to 2 2
last year up 2 2
late edition final 3 2
late last year 1 1
late nineteenth and 1 1
late nineteenth century 5 1
late s and 7 4
late s to 2 1
late twentieth century 9 1
later in the 3 1
later the court 1 1
later the reviewing 1 1
latimes com lanow 2 1
latimes com local 6 1
latimes com news 1 1
latimesblogs latimes com 2 1
latter does not 1 1
law abiding behavior 2 2
law abiding citizens 6 6
law and criminology 1 5
law and economics 5 1
law and it 2 1
law and policy 19 5
law and punishment 3 2
law and social 9 1
law and society 1 3
law and the 16 2
law and to 3 1
law at the 4 6
law because the 1 1
law by the 1 2
law does not 1 1
law econ working 1 1
law eejoh ucdavis 1 1
law en forcement 1 1
law enforcement act 5 1
law enforcement activities 2 1
law enforcement agencies 109 25
law enforcement agency 6 39
law enforcement agents 2 2
law enforcement and 42 20
law enforcement assisted 4 1
law enforcement authorities 5 1
law enforcement because 3 1
law enforcement bulletin 2 1
law enforcement can 11 5
law enforcement community 5 5
law enforcement does 2 1
law enforcement entities 3 2
law enforcement exemptions 2 1
law enforcement geography 1 1
law enforcement is 25 3
law enforcement jobs 1 1
law enforcement might 1 1
law enforcement model 2 1
law enforcement n 41 10
law enforcement nat 3 2
law enforcement officer 15 2
law enforcement officers 44 9
law enforcement official 3 1
law enforcement officials 26 2
law enforcement on 7 3
law enforcement operations 4 3
law enforcement or 7 3
law enforcement organizations 4 1
law enforcement personnel 2 14
law enforcement perspective 1 1
law enforcement policies 1 1
law enforcement practices 7 8
law enforcement priority 2 1
law enforcement purposes 9 1
law enforcement s 35 4
law enforcement strategies 3 1
law enforcement technology 1 2
law enforcement that 1 1
law enforcement the 11 5
law enforcement there 2 1
